T1 (ms),T2 (ms),T3 (ms),T4 (ms)
1522326690487,1522326690625,1522326690625,1522326690766
1522326690766,1522326690904,1522326690905,1522326691046
1522326691046,1522326691184,1522326691184,1522326691326
1522326691326,1522326691463,1522326691464,1522326691604
1522326691605,1522326691742,1522326691742,1522326691886
1522326691887,1522326692025,1522326692025,1522326692172
1522326692172,1522326692310,1522326692311,1522326692451
1522326692452,1522326692590,1522326692590,1522326692731
1522326692731,1522326692869,1522326692869,1522326693011
1522326693011,1522326693149,1522326693150,1522326693291
1522326693291,1522326693429,1522326693429,1522326693571
1522326693571,1522326693709,1522326693709,1522326693852
1522326693852,1522326693990,1522326693990,1522326694132
1522326694132,1522326694271,1522326694271,1522326694414
1522326694414,1522326694552,1522326694552,1522326694694
1522326694694,1522326694832,1522326694832,1522326694974
1522326694974,1522326695112,1522326695112,1522326695253
1522326695253,1522326695392,1522326695392,1522326695533
1522326695533,1522326695671,1522326695671,1522326695812
1522326695812,1522326695950,1522326695950,1522326696091
1522326696091,1522326696230,1522326696230,1522326696371
1522326696371,1522326696509,1522326696509,1522326696650
1522326696650,1522326696788,1522326696788,1522326696929
1522326696929,1522326697067,1522326697067,1522326697208
1522326697208,1522326697361,1522326697361,1522326697502
1522326697502,1522326697640,1522326697641,1522326697782
1522326697782,1522326697929,1522326697930,1522326698070
1522326698071,1522326698215,1522326698215,1522326698356
1522326698356,1522326698494,1522326698495,1522326698635
1522326698636,1522326698773,1522326698774,1522326698914
1522326698914,1522326699053,1522326699053,1522326699195
1522326699195,1522326699333,1522326699333,1522326699474
1522326699474,1522326699612,1522326699612,1522326699753
1522326699753,1522326699891,1522326699891,1522326700033
1522326700033,1522326700171,1522326700171,1522326700312
1522326700312,1522326700451,1522326700451,1522326700592
1522326700592,1522326700730,1522326700730,1522326700871
1522326700871,1522326701009,1522326701009,1522326701150
1522326701151,1522326701289,1522326701289,1522326701430
1522326701431,1522326701569,1522326701569,1522326701710
1522326701710,1522326701848,1522326701848,1522326701990
1522326701990,1522326702128,1522326702128,1522326702269
1522326702270,1522326702408,1522326702408,1522326702550
1522326702550,1522326702690,1522326702690,1522326702831
1522326702831,1522326702969,1522326702969,1522326703110
1522326703110,1522326703248,1522326703248,1522326703390
1522326703390,1522326703528,1522326703528,1522326703669
1522326703669,1522326703807,1522326703807,1522326703949
1522326703949,1522326704087,1522326704087,1522326704228
1522326704228,1522326704367,1522326704367,1522326704508
1522326704508,1522326704646,1522326704647,1522326704788
1522326704788,1522326704927,1522326704927,1522326705069
1522326705069,1522326705207,1522326705207,1522326705348
1522326705348,1522326705486,1522326705486,1522326705628
1522326705628,1522326705767,1522326705767,1522326705908
1522326705908,1522326706046,1522326706047,1522326706188
1522326706188,1522326706326,1522326706326,1522326706468
1522326706468,1522326706606,1522326706606,1522326706747
1522326706747,1522326706885,1522326706885,1522326707026
1522326707026,1522326707165,1522326707165,1522326707306
1522326707306,1522326707444,1522326707444,1522326707585
1522326707585,1522326707724,1522326707724,1522326707869
1522326707869,1522326708007,1522326708007,1522326708148
1522326708148,1522326708287,1522326708287,1522326708428
1522326708428,1522326708567,1522326708567,1522326708709
1522326708709,1522326708847,1522326708847,1522326708988
1522326708988,1522326709126,1522326709126,1522326709267
1522326709267,1522326709405,1522326709405,1522326709546
1522326709546,1522326709689,1522326709689,1522326709830
1522326709830,1522326709968,1522326709969,1522326710110
1522326710110,1522326710248,1522326710248,1522326710389
1522326710390,1522326710528,1522326710528,1522326710669
1522326710669,1522326710807,1522326710807,1522326710949
1522326710949,1522326711087,1522326711087,1522326711228
1522326711228,1522326711367,1522326711367,1522326711509
1522326711509,1522326711647,1522326711647,1522326711788
1522326711788,1522326711926,1522326711926,1522326712067
1522326712068,1522326712206,1522326712206,1522326712347
1522326712347,1522326712485,1522326712485,1522326712626
1522326712626,1522326712764,1522326712764,1522326712906
1522326712906,1522326713045,1522326713045,1522326713186
1522326713186,1522326713324,1522326713324,1522326713467
1522326713468,1522326713605,1522326713605,1522326713746
1522326713746,1522326713884,1522326713884,1522326714025
1522326714025,1522326714163,1522326714164,1522326714304
1522326714305,1522326714443,1522326714443,1522326714584
1522326714584,1522326714722,1522326714722,1522326714863
1522326714864,1522326715002,1522326715002,1522326715143
1522326715143,1522326715281,1522326715281,1522326715422
1522326715423,1522326715560,1522326715561,1522326715702
1522326715702,1522326715840,1522326715842,1522326715983
1522326715983,1522326716121,1522326716121,1522326716261
1522326716261,1522326716399,1522326716399,1522326716540
1522326716540,1522326716678,1522326716678,1522326716819
1522326716820,1522326716957,1522326716958,1522326717099
1522326717099,1522326717236,1522326717237,1522326717378
1522326717378,1522326717516,1522326717516,1522326717657
1522326717657,1522326717796,1522326717796,1522326717937
1522326717937,1522326718076,1522326718076,1522326718217
1522326718217,1522326718355,1522326718355,1522326718496
1522326718496,1522326718634,1522326718634,1522326718775
1522326718775,1522326718912,1522326718913,1522326719054
1522326719054,1522326719193,1522326719193,1522326719334
1522326719334,1522326719472,1522326719472,1522326719613
1522326719614,1522326719751,1522326719751,1522326719892
1522326719892,1522326720030,1522326720030,1522326720171
1522326720171,1522326720309,1522326720309,1522326720450
1522326720450,1522326720588,1522326720588,1522326720729
1522326720729,1522326720867,1522326720867,1522326721008
1522326721008,1522326721146,1522326721146,1522326721287
1522326721287,1522326721425,1522326721425,1522326721567
1522326721567,1522326721705,1522326721705,1522326721846
1522326721846,1522326721984,1522326721984,1522326722125
1522326722125,1522326722263,1522326722263,1522326722404
1522326722404,1522326722543,1522326722543,1522326722684
1522326722684,1522326722822,1522326722822,1522326722963
1522326722963,1522326723101,1522326723101,1522326723242
1522326723242,1522326723380,1522326723380,1522326723521
1522326723521,1522326723659,1522326723659,1522326723800
1522326723800,1522326723938,1522326723939,1522326724080
1522326724080,1522326724218,1522326724218,1522326724359
1522326724359,1522326724497,1522326724497,1522326724638
1522326724638,1522326724777,1522326724777,1522326724918
1522326724918,1522326725056,1522326725056,1522326725197
1522326725198,1522326725336,1522326725336,1522326725476
1522326725476,1522326725614,1522326725615,1522326725756
1522326725756,1522326725894,1522326725894,1522326726035
1522326726035,1522326726173,1522326726173,1522326726315
1522326726315,1522326726453,1522326726453,1522326726594
1522326726594,1522326726732,1522326726732,1522326726873
1522326726873,1522326727011,1522326727011,1522326727152
1522326727152,1522326727290,1522326727290,1522326727432
1522326727432,1522326727571,1522326727571,1522326727712
1522326727712,1522326727850,1522326727850,1522326727992
1522326727992,1522326728130,1522326728131,1522326728272
1522326728272,1522326728410,1522326728410,1522326728551
1522326728551,1522326728689,1522326728689,1522326728830
1522326728830,1522326728968,1522326728968,1522326729110
1522326729110,1522326729248,1522326729248,1522326729389
1522326729389,1522326729527,1522326729527,1522326729668
1522326729668,1522326729806,1522326729806,1522326729947
1522326729947,1522326730085,1522326730085,1522326730226
1522326730226,1522326730365,1522326730365,1522326730506
1522326730506,1522326730645,1522326730645,1522326730786
1522326730786,1522326730924,1522326730924,1522326731065
1522326731065,1522326731203,1522326731203,1522326731344
1522326731344,1522326731482,1522326731482,1522326731624
1522326731624,1522326731762,1522326731762,1522326731903
1522326731903,1522326732041,1522326732041,1522326732182
1522326732182,1522326732320,1522326732320,1522326732461
1522326732461,1522326732599,1522326732599,1522326732739
1522326732740,1522326732877,1522326732878,1522326733018
1522326733018,1522326733157,1522326733157,1522326733298
1522326733298,1522326733436,1522326733437,1522326733578
1522326733578,1522326733716,1522326733716,1522326733857
1522326733857,1522326733995,1522326733995,1522326734136
1522326734136,1522326734274,1522326734275,1522326734415
1522326734416,1522326734553,1522326734553,1522326734694
1522326734694,1522326734833,1522326734833,1522326734974
1522326734974,1522326735112,1522326735112,1522326735253
1522326735253,1522326735391,1522326735391,1522326735532
1522326735532,1522326735670,1522326735670,1522326735811
1522326735811,1522326735949,1522326735949,1522326736090
1522326736090,1522326736228,1522326736228,1522326736368
1522326736369,1522326736506,1522326736506,1522326736647
1522326736647,1522326736786,1522326736786,1522326736927
1522326736927,1522326737065,1522326737066,1522326737206
1522326737206,1522326737344,1522326737344,1522326737486
1522326737486,1522326737624,1522326737624,1522326737765
1522326737765,1522326737903,1522326737903,1522326738044
1522326738044,1522326738182,1522326738182,1522326738323
1522326738323,1522326738461,1522326738461,1522326738602
1522326738602,1522326738741,1522326738741,1522326738882
1522326738882,1522326739020,1522326739020,1522326739161
1522326739162,1522326739300,1522326739300,1522326739441
1522326739441,1522326739586,1522326739586,1522326739729
1522326739729,1522326739868,1522326739868,1522326740009
1522326740010,1522326740147,1522326740147,1522326740288
1522326740289,1522326740427,1522326740427,1522326740568
1522326740568,1522326740706,1522326740706,1522326740847
1522326740847,1522326740985,1522326740985,1522326741126
1522326741126,1522326741265,1522326741265,1522326741406
1522326741406,1522326741544,1522326741544,1522326741685
1522326741685,1522326741823,1522326741823,1522326741965
1522326741965,1522326742103,1522326742103,1522326742243
1522326742243,1522326742381,1522326742381,1522326742522
1522326742522,1522326742660,1522326742660,1522326742801
1522326742801,1522326742939,1522326742939,1522326743080
1522326743080,1522326743218,1522326743218,1522326743359
1522326743359,1522326743497,1522326743497,1522326743639
1522326743639,1522326743777,1522326743778,1522326743919
1522326743919,1522326744057,1522326744058,1522326744198
1522326744198,1522326744337,1522326744337,1522326744478
1522326744478,1522326744616,1522326744616,1522326744757
1522326744757,1522326744895,1522326744895,1522326745036
1522326745036,1522326745174,1522326745174,1522326745315
1522326745315,1522326745454,1522326745454,1522326745596
1522326745596,1522326745734,1522326745734,1522326745875
1522326745876,1522326746019,1522326746020,1522326746160
1522326746160,1522326746298,1522326746299,1522326746439
1522326746439,1522326746577,1522326746577,1522326746718
1522326746718,1522326746856,1522326746856,1522326746997
1522326746997,1522326747135,1522326747135,1522326747277
1522326747277,1522326747415,1522326747415,1522326747558
1522326747558,1522326747696,1522326747696,1522326747837
1522326747837,1522326747975,1522326747975,1522326748116
1522326748116,1522326748254,1522326748254,1522326748396
1522326748396,1522326748534,1522326748534,1522326748675
1522326748676,1522326748814,1522326748814,1522326748956
1522326748956,1522326749096,1522326749096,1522326749237
1522326749237,1522326749375,1522326749375,1522326749517
1522326749517,1522326749655,1522326749655,1522326749795
1522326749796,1522326749933,1522326749933,1522326750074
1522326750074,1522326750212,1522326750212,1522326750353
1522326750353,1522326750491,1522326750491,1522326750632
1522326750632,1522326750770,1522326750770,1522326750911
1522326750911,1522326751049,1522326751049,1522326751190
1522326751190,1522326751328,1522326751329,1522326751469
1522326751469,1522326751607,1522326751608,1522326751748
1522326751748,1522326751886,1522326751886,1522326752030
1522326752030,1522326752168,1522326752168,1522326752309
1522326752309,1522326752447,1522326752448,1522326752588
1522326752588,1522326752726,1522326752726,1522326752868
1522326752868,1522326753006,1522326753006,1522326753157
1522326753158,1522326753296,1522326753296,1522326753437
1522326753437,1522326753575,1522326753575,1522326753716
1522326753716,1522326753854,1522326753854,1522326753995
1522326753995,1522326754133,1522326754133,1522326754274
1522326754274,1522326754412,1522326754412,1522326754558
1522326754558,1522326754695,1522326754695,1522326754836
1522326754836,1522326754974,1522326754974,1522326755115
1522326755115,1522326755253,1522326755253,1522326755394
1522326755394,1522326755533,1522326755533,1522326755674
1522326755674,1522326755812,1522326755812,1522326755953
1522326755953,1522326756091,1522326756091,1522326756232
1522326756232,1522326756370,1522326756370,1522326756511
1522326756511,1522326756650,1522326756650,1522326756790
1522326756790,1522326756929,1522326756929,1522326757070
1522326757070,1522326757208,1522326757208,1522326757349
1522326757349,1522326757487,1522326757487,1522326757628
1522326757628,1522326757766,1522326757766,1522326757909
1522326757909,1522326758047,1522326758047,1522326758188
1522326758188,1522326758326,1522326758326,1522326758467
1522326758467,1522326758605,1522326758605,1522326758746
1522326758746,1522326758884,1522326758884,1522326759026
1522326759026,1522326759164,1522326759164,1522326759305
1522326759305,1522326759443,1522326759443,1522326759584
1522326759584,1522326759722,1522326759722,1522326759863
1522326759863,1522326760001,1522326760001,1522326760142
1522326760142,1522326760280,1522326760280,1522326760421
1522326760421,1522326760559,1522326760559,1522326760700
1522326760700,1522326760838,1522326760838,1522326760980
1522326760980,1522326761118,1522326761118,1522326761259
1522326761259,1522326761397,1522326761397,1522326761538
1522326761538,1522326761675,1522326761676,1522326761817
1522326761817,1522326761955,1522326761955,1522326762096
1522326762096,1522326762234,1522326762234,1522326762375
1522326762375,1522326762513,1522326762513,1522326762654
1522326762654,1522326762792,1522326762792,1522326762933
1522326762933,1522326763071,1522326763071,1522326763212
1522326763212,1522326763350,1522326763350,1522326763491
1522326763491,1522326763629,1522326763629,1522326763770
1522326763770,1522326763908,1522326763908,1522326764049
1522326764049,1522326764187,1522326764187,1522326764328
1522326764328,1522326764466,1522326764466,1522326764607
1522326764607,1522326764745,1522326764745,1522326764886
1522326764886,1522326765024,1522326765024,1522326765165
1522326765165,1522326765303,1522326765303,1522326765444
1522326765444,1522326765582,1522326765582,1522326765723
1522326765723,1522326765861,1522326765862,1522326766002
1522326766002,1522326766140,1522326766141,1522326766281
1522326766281,1522326766419,1522326766419,1522326766560
1522326766560,1522326766698,1522326766698,1522326766839
1522326766839,1522326766977,1522326766977,1522326767118
1522326767118,1522326767256,1522326767256,1522326767397
1522326767397,1522326767535,1522326767535,1522326767676
1522326767676,1522326767814,1522326767814,1522326767956
1522326767956,1522326768094,1522326768094,1522326768235
1522326768235,1522326768373,1522326768373,1522326768514
1522326768514,1522326768654,1522326768654,1522326768795
1522326768795,1522326768933,1522326768933,1522326769074
1522326769074,1522326769212,1522326769212,1522326769354
1522326769354,1522326769492,1522326769492,1522326769633
1522326769633,1522326769772,1522326769772,1522326769913
1522326769913,1522326770051,1522326770051,1522326770192
1522326770192,1522326770330,1522326770331,1522326770476
1522326770476,1522326770614,1522326770614,1522326770755
1522326770755,1522326770894,1522326770894,1522326771035
1522326771035,1522326771173,1522326771173,1522326771314
1522326771314,1522326771452,1522326771452,1522326771593
1522326771593,1522326771731,1522326771731,1522326771872
1522326771872,1522326772010,1522326772010,1522326772151
1522326772151,1522326772288,1522326772289,1522326772429
1522326772429,1522326772567,1522326772567,1522326772709
1522326772709,1522326772847,1522326772847,1522326772988
1522326772988,1522326773126,1522326773126,1522326773267
1522326773267,1522326773405,1522326773405,1522326773547
1522326773547,1522326773685,1522326773685,1522326773826
1522326773826,1522326773964,1522326773964,1522326774105
1522326774105,1522326774243,1522326774243,1522326774383
1522326774384,1522326774521,1522326774521,1522326774662
1522326774662,1522326774800,1522326774800,1522326774941
1522326774941,1522326775079,1522326775079,1522326775219
1522326775220,1522326775357,1522326775358,1522326775498
1522326775498,1522326775636,1522326775636,1522326775777
1522326775777,1522326775915,1522326775915,1522326776056
1522326776056,1522326776195,1522326776195,1522326776336
1522326776336,1522326776474,1522326776474,1522326776615
1522326776615,1522326776753,1522326776753,1522326776894
1522326776894,1522326777033,1522326777033,1522326777174
1522326777174,1522326777311,1522326777312,1522326777452
1522326777453,1522326777590,1522326777591,1522326777732
1522326777733,1522326777907,1522326777907,1522326778049
1522326778049,1522326778187,1522326778187,1522326778328
1522326778328,1522326778468,1522326778468,1522326778610
1522326778610,1522326778748,1522326778748,1522326778890
1522326778890,1522326779029,1522326779029,1522326779170
1522326779170,1522326779309,1522326779309,1522326779450
1522326779450,1522326779587,1522326779588,1522326779728
1522326779729,1522326779866,1522326779866,1522326780007
1522326780008,1522326780146,1522326780146,1522326780287
1522326780287,1522326780425,1522326780425,1522326780566
1522326780566,1522326780705,1522326780705,1522326780846
1522326780846,1522326780984,1522326780984,1522326781125
1522326781125,1522326781263,1522326781264,1522326781404
1522326781404,1522326781542,1522326781543,1522326781684
1522326781684,1522326781822,1522326781822,1522326781963
1522326781963,1522326782101,1522326782101,1522326782242
1522326782242,1522326782380,1522326782380,1522326782523
1522326782523,1522326782661,1522326782661,1522326782802
1522326782802,1522326782942,1522326782942,1522326783083
1522326783083,1522326783222,1522326783222,1522326783365
1522326783365,1522326783503,1522326783503,1522326783644
1522326783644,1522326783782,1522326783783,1522326783924
1522326783924,1522326784061,1522326784062,1522326784203
1522326784203,1522326784341,1522326784341,1522326784482
1522326784482,1522326784620,1522326784620,1522326784761
1522326784761,1522326784899,1522326784900,1522326785041
1522326785041,1522326785179,1522326785179,1522326785320
1522326785320,1522326785459,1522326785459,1522326785600
1522326785600,1522326785738,1522326785739,1522326785879
1522326785880,1522326786017,1522326786017,1522326786158
1522326786158,1522326786296,1522326786296,1522326786437
1522326786437,1522326786575,1522326786575,1522326786717
1522326786717,1522326786855,1522326786855,1522326786996
1522326786996,1522326787134,1522326787134,1522326787275
1522326787276,1522326787414,1522326787414,1522326787555
1522326787556,1522326787693,1522326787694,1522326787835
1522326787835,1522326787972,1522326787973,1522326788113
1522326788114,1522326788276,1522326788276,1522326788419
1522326788419,1522326788557,1522326788557,1522326788698
1522326788698,1522326788836,1522326788836,1522326788977
1522326788977,1522326789115,1522326789115,1522326789256
1522326789256,1522326789394,1522326789394,1522326789535
1522326789535,1522326789673,1522326789673,1522326789815
1522326789815,1522326789953,1522326789953,1522326790094
1522326790094,1522326790232,1522326790232,1522326790374
1522326790374,1522326790512,1522326790512,1522326790653
1522326790653,1522326790791,1522326790791,1522326790932
1522326790932,1522326791070,1522326791071,1522326791212
1522326791212,1522326791356,1522326791356,1522326791497
1522326791497,1522326791635,1522326791635,1522326791776
1522326791776,1522326791914,1522326791914,1522326792055
1522326792055,1522326792200,1522326792201,1522326792342
1522326792342,1522326792480,1522326792480,1522326792621
1522326792621,1522326792760,1522326792760,1522326792901
1522326792901,1522326793039,1522326793040,1522326793181
1522326793181,1522326793318,1522326793319,1522326793460
1522326793460,1522326793598,1522326793598,1522326793740
1522326793740,1522326793878,1522326793878,1522326794019
1522326794019,1522326794158,1522326794158,1522326794300
1522326794300,1522326794439,1522326794439,1522326794580
1522326794580,1522326794718,1522326794718,1522326794858
1522326794859,1522326794997,1522326794997,1522326795139
1522326795139,1522326795277,1522326795277,1522326795419
1522326795419,1522326795556,1522326795557,1522326795697
1522326795698,1522326795836,1522326795836,1522326795976
1522326795976,1522326796115,1522326796115,1522326796256
1522326796256,1522326796394,1522326796394,1522326796535
1522326796535,1522326796673,1522326796673,1522326796814
1522326796814,1522326796952,1522326796952,1522326797093
1522326797093,1522326797231,1522326797231,1522326797372
1522326797372,1522326797510,1522326797511,1522326797652
1522326797652,1522326797790,1522326797791,1522326797932
1522326797932,1522326798070,1522326798070,1522326798212
1522326798212,1522326798350,1522326798350,1522326798491
1522326798491,1522326798629,1522326798629,1522326798770
1522326798770,1522326798916,1522326798916,1522326799057
1522326799058,1522326799196,1522326799196,1522326799337
1522326799337,1522326799475,1522326799475,1522326799617
1522326799617,1522326799758,1522326799758,1522326799899
1522326799899,1522326800038,1522326800039,1522326800180
1522326800180,1522326800318,1522326800318,1522326800459
1522326800459,1522326800597,1522326800597,1522326800742
1522326800742,1522326800884,1522326800884,1522326801027
1522326801028,1522326801166,1522326801166,1522326801313
1522326801313,1522326801451,1522326801452,1522326801596
1522326801596,1522326801734,1522326801734,1522326801875
1522326801875,1522326802013,1522326802013,1522326802154
1522326802154,1522326802292,1522326802292,1522326802433
1522326802433,1522326802571,1522326802572,1522326802713
1522326802713,1522326802851,1522326802851,1522326802993
1522326802993,1522326803130,1522326803131,1522326803272
1522326803272,1522326803409,1522326803410,1522326803551
1522326803551,1522326803691,1522326803691,1522326803832
1522326803832,1522326803971,1522326803971,1522326804112
1522326804112,1522326804250,1522326804250,1522326804391
1522326804391,1522326804529,1522326804530,1522326804671
1522326804671,1522326804809,1522326804810,1522326804953
1522326804953,1522326805091,1522326805092,1522326805233
1522326805233,1522326805371,1522326805371,1522326805513
1522326805513,1522326805651,1522326805651,1522326805792
1522326805792,1522326805931,1522326805932,1522326806074
1522326806074,1522326806229,1522326806229,1522326806370
1522326806370,1522326806508,1522326806508,1522326806650
1522326806650,1522326806788,1522326806788,1522326806929
1522326806929,1522326807067,1522326807067,1522326807209
1522326807209,1522326807351,1522326807351,1522326807497
1522326807497,1522326807635,1522326807635,1522326807776
1522326807776,1522326807914,1522326807914,1522326808055
1522326808055,1522326808193,1522326808193,1522326808334
1522326808334,1522326808483,1522326808483,1522326808624
1522326808624,1522326808763,1522326808763,1522326808906
1522326808906,1522326809044,1522326809044,1522326809185
1522326809185,1522326809323,1522326809323,1522326809464
1522326809464,1522326809603,1522326809604,1522326809745
1522326809745,1522326809883,1522326809883,1522326810025
1522326810025,1522326810163,1522326810163,1522326810304
1522326810304,1522326810442,1522326810442,1522326810583
1522326810583,1522326810721,1522326810721,1522326810862
1522326810862,1522326811000,1522326811000,1522326811141
1522326811141,1522326811280,1522326811280,1522326811421
1522326811421,1522326811559,1522326811559,1522326811701
1522326811701,1522326811839,1522326811839,1522326811980
1522326811981,1522326812119,1522326812119,1522326812260
1522326812260,1522326812399,1522326812399,1522326812540
1522326812540,1522326812679,1522326812679,1522326812820
