T1,T2,T3,T4
1522327858261,1522327858400,1522327858400,1522327858541
1522327858541,1522327858680,1522327858680,1522327858822
1522327858822,1522327858960,1522327858960,1522327859101
1522327859101,1522327859239,1522327859240,1522327859381
1522327859381,1522327859520,1522327859520,1522327859664
1522327859664,1522327859802,1522327859802,1522327859944
1522327859944,1522327860082,1522327860082,1522327860224
1522327860224,1522327860362,1522327860362,1522327860503
1522327860503,1522327860641,1522327860642,1522327860783
1522327860783,1522327860921,1522327860922,1522327861062
1522327861062,1522327861201,1522327861201,1522327861342
1522327861342,1522327861481,1522327861481,1522327861622
1522327861622,1522327861760,1522327861761,1522327861903
1522327861903,1522327862041,1522327862041,1522327862182
1522327862182,1522327862321,1522327862321,1522327862462
1522327862462,1522327862600,1522327862600,1522327862741
1522327862741,1522327862880,1522327862880,1522327863021
1522327863022,1522327863160,1522327863160,1522327863302
1522327863302,1522327863440,1522327863441,1522327863582
1522327863582,1522327863720,1522327863720,1522327863861
1522327863862,1522327864000,1522327864000,1522327864142
1522327864142,1522327864280,1522327864280,1522327864421
1522327864421,1522327864560,1522327864560,1522327864702
1522327864702,1522327864840,1522327864840,1522327864982
1522327864982,1522327865120,1522327865120,1522327865262
1522327865262,1522327865400,1522327865400,1522327865542
1522327865542,1522327865680,1522327865681,1522327865822
1522327865822,1522327865961,1522327865961,1522327866102
1522327866102,1522327866242,1522327866243,1522327866384
1522327866384,1522327866522,1522327866523,1522327866664
1522327866664,1522327866803,1522327866803,1522327866945
1522327866945,1522327867084,1522327867084,1522327867225
1522327867225,1522327867364,1522327867364,1522327867505
1522327867505,1522327867644,1522327867644,1522327867785
1522327867785,1522327867924,1522327867924,1522327868065
1522327868065,1522327868204,1522327868204,1522327868350
1522327868350,1522327868489,1522327868489,1522327868633
1522327868633,1522327868772,1522327868772,1522327868913
1522327868914,1522327869052,1522327869053,1522327869194
1522327869194,1522327869333,1522327869333,1522327869474
1522327869475,1522327869613,1522327869614,1522327869755
1522327869755,1522327869893,1522327869893,1522327870034
1522327870034,1522327870172,1522327870173,1522327870314
1522327870314,1522327870452,1522327870452,1522327870593
1522327870593,1522327870731,1522327870731,1522327870872
1522327870872,1522327871011,1522327871011,1522327871152
1522327871152,1522327871291,1522327871291,1522327871432
1522327871432,1522327871570,1522327871570,1522327871711
1522327871711,1522327871849,1522327871850,1522327871991
1522327871991,1522327872130,1522327872130,1522327872271
1522327872272,1522327872410,1522327872410,1522327872552
1522327872552,1522327872690,1522327872690,1522327872833
1522327872833,1522327872971,1522327872972,1522327873113
1522327873113,1522327873252,1522327873253,1522327873394
1522327873394,1522327873532,1522327873532,1522327873673
1522327873673,1522327873811,1522327873812,1522327873953
1522327873953,1522327874092,1522327874092,1522327874234
1522327874234,1522327874373,1522327874373,1522327874515
1522327874515,1522327874653,1522327874654,1522327874795
1522327874795,1522327874933,1522327874933,1522327875074
1522327875074,1522327875212,1522327875212,1522327875354
1522327875354,1522327875492,1522327875492,1522327875634
1522327875634,1522327875772,1522327875772,1522327875913
1522327875913,1522327876051,1522327876052,1522327876193
1522327876193,1522327876332,1522327876332,1522327876473
1522327876473,1522327876611,1522327876612,1522327876753
1522327876753,1522327876892,1522327876892,1522327877033
1522327877033,1522327877172,1522327877172,1522327877314
1522327877314,1522327877452,1522327877452,1522327877594
1522327877594,1522327877732,1522327877733,1522327877874
1522327877874,1522327878012,1522327878012,1522327878154
1522327878154,1522327878292,1522327878293,1522327878434
1522327878434,1522327878572,1522327878572,1522327878714
1522327878714,1522327878853,1522327878853,1522327878994
1522327878994,1522327879132,1522327879132,1522327879274
1522327879274,1522327879412,1522327879412,1522327879554
1522327879554,1522327879692,1522327879693,1522327879834
1522327879834,1522327879972,1522327879972,1522327880113
1522327880114,1522327880252,1522327880252,1522327880393
1522327880393,1522327880532,1522327880532,1522327880673
1522327880673,1522327880812,1522327880812,1522327880954
1522327880954,1522327881092,1522327881092,1522327881234
1522327881234,1522327881372,1522327881372,1522327881513
1522327881513,1522327881651,1522327881652,1522327881793
1522327881793,1522327881932,1522327881932,1522327882073
1522327882074,1522327882212,1522327882212,1522327882353
1522327882353,1522327882492,1522327882492,1522327882633
1522327882633,1522327882772,1522327882772,1522327882914
1522327882914,1522327883052,1522327883053,1522327883194
1522327883194,1522327883332,1522327883332,1522327883474
1522327883474,1522327883612,1522327883612,1522327883754
1522327883754,1522327883892,1522327883892,1522327884033
1522327884033,1522327884172,1522327884172,1522327884313
1522327884313,1522327884451,1522327884452,1522327884593
1522327884593,1522327884731,1522327884731,1522327884873
1522327884873,1522327885011,1522327885011,1522327885152
1522327885152,1522327885291,1522327885291,1522327885432
1522327885432,1522327885570,1522327885571,1522327885712
1522327885712,1522327885851,1522327885851,1522327885992
1522327885992,1522327886130,1522327886131,1522327886272
1522327886272,1522327886410,1522327886410,1522327886552
1522327886552,1522327886691,1522327886691,1522327886832
1522327886832,1522327886971,1522327886971,1522327887112
1522327887112,1522327887250,1522327887251,1522327887392
1522327887392,1522327887530,1522327887530,1522327887672
1522327887672,1522327887810,1522327887810,1522327887952
