T1,T2,T3,T4
1522326650415,1522326650554,1522326650554,1522326650699
1522326650699,1522326650837,1522326650837,1522326650979
1522326650979,1522326651118,1522326651118,1522326651265
1522326651265,1522326651403,1522326651404,1522326651549
1522326651549,1522326651687,1522326651687,1522326651832
1522326651832,1522326651970,1522326651971,1522326652112
1522326652112,1522326652250,1522326652250,1522326652399
1522326652399,1522326652537,1522326652538,1522326652685
1522326652685,1522326652823,1522326652823,1522326652964
1522326652964,1522326653103,1522326653103,1522326653251
1522326653251,1522326653390,1522326653390,1522326653536
1522326653536,1522326653674,1522326653674,1522326653828
1522326653828,1522326653966,1522326653967,1522326654110
1522326654110,1522326654248,1522326654248,1522326654391
1522326654391,1522326654530,1522326654530,1522326654671
1522326654671,1522326654809,1522326654810,1522326654958
1522326654958,1522326655097,1522326655097,1522326655244
1522326655244,1522326655383,1522326655383,1522326655532
1522326655532,1522326655670,1522326655670,1522326655816
1522326655816,1522326655954,1522326655955,1522326656101
1522326656101,1522326656241,1522326656241,1522326656398
1522326656398,1522326656536,1522326656536,1522326656678
1522326656678,1522326656817,1522326656817,1522326656959
1522326656959,1522326657097,1522326657097,1522326657249
1522326657249,1522326657388,1522326657389,1522326657529
1522326657529,1522326657668,1522326657668,1522326657809
1522326657809,1522326657947,1522326657947,1522326658088
1522326658088,1522326658225,1522326658226,1522326658375
1522326658375,1522326658513,1522326658513,1522326658655
1522326658655,1522326658793,1522326658793,1522326658934
1522326658934,1522326659074,1522326659075,1522326659216
1522326659216,1522326659355,1522326659355,1522326659496
1522326659496,1522326659639,1522326659639,1522326659784
1522326659784,1522326659922,1522326659922,1522326660077
1522326660077,1522326660217,1522326660217,1522326660361
1522326660361,1522326660500,1522326660500,1522326660641
1522326660642,1522326660785,1522326660785,1522326660930
1522326660930,1522326661069,1522326661069,1522326661211
1522326661211,1522326661350,1522326661350,1522326661491
1522326661491,1522326661629,1522326661629,1522326661770
1522326661770,1522326661909,1522326661909,1522326662050
1522326662050,1522326662188,1522326662188,1522326662332
1522326662332,1522326662471,1522326662471,1522326662614
1522326662614,1522326662752,1522326662752,1522326662893
1522326662894,1522326663032,1522326663032,1522326663173
1522326663173,1522326663311,1522326663311,1522326663452
1522326663452,1522326663591,1522326663591,1522326663733
1522326663733,1522326663872,1522326663872,1522326664013
1522326664013,1522326664151,1522326664152,1522326664292
1522326664292,1522326664430,1522326664431,1522326664572
1522326664572,1522326664710,1522326664711,1522326664852
1522326664852,1522326664990,1522326664990,1522326665132
1522326665132,1522326665271,1522326665272,1522326665412
1522326665412,1522326665551,1522326665551,1522326665693
1522326665693,1522326665831,1522326665831,1522326665972
1522326665972,1522326666111,1522326666111,1522326666252
1522326666252,1522326666396,1522326666396,1522326666542
1522326666542,1522326666684,1522326666684,1522326666830
1522326666830,1522326666968,1522326666968,1522326667109
1522326667110,1522326667249,1522326667249,1522326667390
1522326667390,1522326667528,1522326667528,1522326667669
1522326667669,1522326667808,1522326667808,1522326667949
1522326667949,1522326668087,1522326668088,1522326668228
1522326668228,1522326668367,1522326668367,1522326668508
1522326668508,1522326668646,1522326668646,1522326668787
1522326668787,1522326668926,1522326668926,1522326669067
1522326669067,1522326669205,1522326669205,1522326669346
1522326669346,1522326669486,1522326669486,1522326669627
1522326669627,1522326669766,1522326669767,1522326669909
1522326669909,1522326670048,1522326670048,1522326670189
1522326670189,1522326670327,1522326670328,1522326670470
1522326670470,1522326670610,1522326670610,1522326670751
1522326670751,1522326670890,1522326670890,1522326671032
1522326671032,1522326671170,1522326671170,1522326671312
1522326671312,1522326671450,1522326671450,1522326671591
1522326671591,1522326671730,1522326671730,1522326671871
1522326671871,1522326672010,1522326672010,1522326672151
1522326672151,1522326672289,1522326672290,1522326672431
1522326672432,1522326672575,1522326672575,1522326672720
1522326672720,1522326672858,1522326672858,1522326673000
1522326673000,1522326673144,1522326673144,1522326673285
1522326673285,1522326673423,1522326673423,1522326673565
1522326673565,1522326673703,1522326673703,1522326673845
1522326673845,1522326673983,1522326673984,1522326674125
1522326674125,1522326674264,1522326674264,1522326674405
1522326674405,1522326674543,1522326674543,1522326674684
1522326674684,1522326674822,1522326674822,1522326674963
1522326674963,1522326675101,1522326675101,1522326675244
1522326675244,1522326675383,1522326675383,1522326675524
1522326675524,1522326675662,1522326675663,1522326675804
1522326675804,1522326675942,1522326675942,1522326676083
1522326676083,1522326676221,1522326676221,1522326676362
1522326676363,1522326676501,1522326676501,1522326676644
1522326676644,1522326676782,1522326676783,1522326676925
1522326676925,1522326677064,1522326677064,1522326677205
1522326677205,1522326677344,1522326677344,1522326677485
1522326677485,1522326677623,1522326677624,1522326677765
1522326677765,1522326677903,1522326677904,1522326678045
1522326678045,1522326678183,1522326678183,1522326678324
1522326678324,1522326678464,1522326678464,1522326678605
1522326678605,1522326678743,1522326678743,1522326678893
1522326678893,1522326679032,1522326679032,1522326679174
1522326679174,1522326679313,1522326679313,1522326679454
1522326679454,1522326679592,1522326679593,1522326679734
1522326679734,1522326679872,1522326679872,1522326680013
1522326680013,1522326680153,1522326680153,1522326680295
1522326680295,1522326680435,1522326680436,1522326680581
1522326680581,1522326680720,1522326680721,1522326680861
1522326680862,1522326681004,1522326681004,1522326681144
1522326681145,1522326681283,1522326681283,1522326681426
1522326681426,1522326681565,1522326681566,1522326681708
1522326681708,1522326681847,1522326681847,1522326681988
1522326681988,1522326682127,1522326682127,1522326682268
1522326682268,1522326682407,1522326682407,1522326682551
1522326682551,1522326682691,1522326682691,1522326682832
1522326682832,1522326682970,1522326682970,1522326683111
1522326683111,1522326683249,1522326683249,1522326683390
1522326683390,1522326683528,1522326683528,1522326683669
1522326683669,1522326683807,1522326683808,1522326683948
1522326683948,1522326684086,1522326684087,1522326684227
1522326684227,1522326684366,1522326684366,1522326684507
1522326684507,1522326684645,1522326684645,1522326684786
1522326684786,1522326684924,1522326684924,1522326685065
1522326685065,1522326685204,1522326685204,1522326685345
1522326685345,1522326685483,1522326685484,1522326685625
1522326685625,1522326685763,1522326685764,1522326685904
1522326685905,1522326686042,1522326686043,1522326686184
1522326686184,1522326686322,1522326686323,1522326686464
1522326686464,1522326686602,1522326686602,1522326686743
1522326686743,1522326686882,1522326686882,1522326687023
1522326687024,1522326687162,1522326687163,1522326687304
1522326687304,1522326687442,1522326687442,1522326687583
1522326687583,1522326687723,1522326687723,1522326687865
1522326687865,1522326688003,1522326688003,1522326688145
1522326688145,1522326688284,1522326688284,1522326688426
1522326688426,1522326688566,1522326688566,1522326688707
1522326688707,1522326688846,1522326688846,1522326688987
1522326688987,1522326689125,1522326689125,1522326689267
1522326689267,1522326689405,1522326689405,1522326689547
1522326689547,1522326689685,1522326689685,1522326689826
1522326689826,1522326689964,1522326689964,1522326690106
1522326690106,1522326690244,1522326690244,1522326690385
1522326690385,1522326690523,1522326690523,1522326690664
1522326690665,1522326690803,1522326690803,1522326690943
1522326690944,1522326691082,1522326691082,1522326691224
1522326691224,1522326691362,1522326691362,1522326691503
1522326691503,1522326691641,1522326691642,1522326691783
1522326691783,1522326691921,1522326691921,1522326692062
1522326692062,1522326692201,1522326692201,1522326692342
1522326692342,1522326692481,1522326692481,1522326692622
1522326692622,1522326692760,1522326692760,1522326692907
1522326692907,1522326693049,1522326693049,1522326693194
1522326693194,1522326693333,1522326693333,1522326693475
1522326693475,1522326693613,1522326693613,1522326693754
1522326693754,1522326693896,1522326693896,1522326694039
1522326694039,1522326694177,1522326694178,1522326694320
1522326694320,1522326694458,1522326694459,1522326694601
1522326694601,1522326694739,1522326694740,1522326694882
1522326694882,1522326695021,1522326695021,1522326695162
1522326695162,1522326695300,1522326695301,1522326695442
1522326695442,1522326695580,1522326695581,1522326695722
1522326695722,1522326695860,1522326695860,1522326696001
1522326696001,1522326696139,1522326696139,1522326696281
1522326696281,1522326696419,1522326696420,1522326696561
1522326696561,1522326696699,1522326696700,1522326696841
1522326696841,1522326696979,1522326696979,1522326697120
1522326697120,1522326697259,1522326697259,1522326697401
1522326697401,1522326697540,1522326697540,1522326697681
1522326697681,1522326697820,1522326697820,1522326697961
1522326697961,1522326698099,1522326698099,1522326698240
1522326698240,1522326698379,1522326698381,1522326698520
1522326698520,1522326698659,1522326698659,1522326698800
1522326698800,1522326698938,1522326698938,1522326699079
1522326699079,1522326699218,1522326699218,1522326699359
1522326699359,1522326699498,1522326699498,1522326699639
1522326699639,1522326699777,1522326699778,1522326699919
1522326699919,1522326700058,1522326700058,1522326700199
1522326700199,1522326700338,1522326700338,1522326700480
1522326700480,1522326700619,1522326700619,1522326700759
1522326700760,1522326700898,1522326700898,1522326701039
1522326701039,1522326701177,1522326701178,1522326701318
1522326701318,1522326701456,1522326701456,1522326701597
1522326701597,1522326701735,1522326701735,1522326701877
1522326701877,1522326702015,1522326702015,1522326702157
1522326702157,1522326702296,1522326702296,1522326702437
1522326702437,1522326702575,1522326702576,1522326702717
1522326702717,1522326702856,1522326702856,1522326702998
1522326702998,1522326703137,1522326703137,1522326703279
1522326703279,1522326703417,1522326703417,1522326703559
