T1 (ms),T2 (ms),T3 (ms),T4 (ms)
1522325524919,1522325525050,1522325525050,1522325525225
1522325525226,1522325525358,1522325525358,1522325525533
1522325525533,1522325525668,1522325525668,1522325525840
1522325525840,1522325525972,1522325525972,1522325526147
1522325526147,1522325526288,1522325526288,1522325526455
1522325526455,1522325526583,1522325526583,1522325526761
1522325526762,1522325526900,1522325526900,1522325527068
1522325527068,1522325527202,1522325527202,1522325527376
1522325527376,1522325527509,1522325527509,1522325527683
1522325527683,1522325527815,1522325527815,1522325527990
1522325527990,1522325528123,1522325528123,1522325528219
1522325528219,1522325528352,1522325528352,1522325528448
1522325528448,1522325528582,1522325528582,1522325528707
1522325528707,1522325528838,1522325528838,1522325529015
1522325529015,1522325529147,1522325529147,1522325529321
1522325529321,1522325529454,1522325529454,1522325529629
1522325529629,1522325529760,1522325529760,1522325529856
1522325529857,1522325529988,1522325529988,1522325530084
1522325530084,1522325530216,1522325530216,1522325530312
1522325530312,1522325530445,1522325530445,1522325530542
1522325530542,1522325530668,1522325530668,1522325530857
1522325530857,1522325530990,1522325530990,1522325531087
1522325531087,1522325531219,1522325531219,1522325531780
1522325531780,1522325531914,1522325531914,1522325532010
1522325532010,1522325532142,1522325532142,1522325532238
1522325532238,1522325532371,1522325532371,1522325532496
1522325532496,1522325532628,1522325532628,1522325532803
1522325532803,1522325532934,1522325532934,1522325533110
1522325533110,1522325533245,1522325533245,1522325533417
1522325533417,1522325533555,1522325533555,1522325533724
1522325533725,1522325533856,1522325533856,1522325534032
1522325534032,1522325534163,1522325534163,1522325534339
1522325534339,1522325534470,1522325534470,1522325534649
1522325534649,1522325534782,1522325534782,1522325534953
1522325534954,1522325535085,1522325535085,1522325535261
1522325535261,1522325535394,1522325535394,1522325535568
1522325535568,1522325535700,1522325535700,1522325535875
1522325535875,1522325536006,1522325536006,1522325536182
1522325536182,1522325536315,1522325536315,1522325536489
1522325536489,1522325536621,1522325536621,1522325536806
1522325536806,1522325536938,1522325536938,1522325537103
1522325537103,1522325537237,1522325537237,1522325537412
1522325537412,1522325537546,1522325537547,1522325537717
1522325537718,1522325537850,1522325537851,1522325538026
1522325538026,1522325538158,1522325538158,1522325538333
1522325538333,1522325538467,1522325538467,1522325538639
1522325538640,1522325538770,1522325538770,1522325538952
1522325538952,1522325539086,1522325539086,1522325539254
1522325539254,1522325539387,1522325539387,1522325539561
1522325539562,1522325539692,1522325539692,1522325539869
1522325539869,1522325540003,1522325540003,1522325540176
1522325540176,1522325540310,1522325540310,1522325540482
1522325540482,1522325540614,1522325540614,1522325540790
1522325540790,1522325540922,1522325540922,1522325541097
1522325541097,1522325541230,1522325541230,1522325541405
1522325541405,1522325541536,1522325541536,1522325541712
1522325541712,1522325541846,1522325541846,1522325542019
1522325542019,1522325542152,1522325542152,1522325542326
1522325542326,1522325542458,1522325542458,1522325542634
1522325542634,1522325542768,1522325542768,1522325542943
1522325542943,1522325543078,1522325543078,1522325543248
1522325543248,1522325543382,1522325543382,1522325543554
1522325543554,1522325543686,1522325543687,1522325543862
1522325543862,1522325543996,1522325543996,1522325544169
1522325544169,1522325544301,1522325544301,1522325544477
1522325544477,1522325544610,1522325544610,1522325544784
1522325544784,1522325544916,1522325544916,1522325545091
1522325545091,1522325545230,1522325545230,1522325545398
1522325545398,1522325545531,1522325545531,1522325545705
1522325545706,1522325545839,1522325545839,1522325546017
1522325546017,1522325546149,1522325546149,1522325546245
1522325546245,1522325546379,1522325546379,1522325546475
1522325546475,1522325546607,1522325546607,1522325546729
1522325546729,1522325546860,1522325546860,1522325547037
1522325547037,1522325547170,1522325547170,1522325547344
1522325547344,1522325547477,1522325547477,1522325547651
1522325547651,1522325547783,1522325547783,1522325547958
1522325547958,1522325548090,1522325548091,1522325548265
1522325548265,1522325548398,1522325548398,1522325548573
1522325548573,1522325548706,1522325548706,1522325548880
1522325548880,1522325549008,1522325549008,1522325549188
1522325549188,1522325549320,1522325549320,1522325549494
1522325549494,1522325549626,1522325549626,1522325549803
1522325549803,1522325549932,1522325549933,1522325550109
1522325550109,1522325550240,1522325550240,1522325550421
1522325550421,1522325550582,1522325550582,1522325550723
1522325550723,1522325550858,1522325550858,1522325551030
1522325551030,1522325551167,1522325551167,1522325551263
1522325551263,1522325551395,1522325551395,1522325551543
1522325551543,1522325551675,1522325551675,1522325551849
1522325551849,1522325551981,1522325551981,1522325552157
1522325552157,1522325552290,1522325552290,1522325552464
1522325552464,1522325552595,1522325552595,1522325552771
1522325552771,1522325552904,1522325552904,1522325553078
1522325553078,1522325553210,1522325553210,1522325553385
1522325553385,1522325553517,1522325553517,1522325553693
1522325553693,1522325553825,1522325553825,1522325554000
1522325554000,1522325554133,1522325554133,1522325554307
1522325554307,1522325554439,1522325554439,1522325554614
1522325554614,1522325554747,1522325554747,1522325554842
1522325554842,1522325554974,1522325554974,1522325555126
1522325555126,1522325555259,1522325555259,1522325555433
1522325555433,1522325555566,1522325555566,1522325555742
1522325555742,1522325555874,1522325555874,1522325556048
1522325556048,1522325556181,1522325556181,1522325556355
1522325556355,1522325556487,1522325556487,1522325556662
1522325556662,1522325556794,1522325556794,1522325556969
1522325556969,1522325557103,1522325557103,1522325557313
1522325557313,1522325557442,1522325557442,1522325557584
1522325557584,1522325557716,1522325557716,1522325557891
1522325557891,1522325558025,1522325558025,1522325558121
1522325558121,1522325558254,1522325558254,1522325558350
1522325558350,1522325558484,1522325558484,1522325558582
1522325558582,1522325558711,1522325558711,1522325558918
1522325558918,1522325559059,1522325559059,1522325559222
1522325559222,1522325559355,1522325559355,1522325559540
1522325559540,1522325559670,1522325559670,1522325559766
1522325559766,1522325559908,1522325559908,1522325560004
1522325560004,1522325560135,1522325560135,1522325560231
1522325560231,1522325560364,1522325560364,1522325560460
1522325560460,1522325560591,1522325560591,1522325560687
1522325560687,1522325560823,1522325560823,1522325560920
1522325560920,1522325561053,1522325561053,1522325561162
1522325561162,1522325561291,1522325561291,1522325561387
1522325561387,1522325561520,1522325561520,1522325561615
1522325561616,1522325561748,1522325561748,1522325561844
1522325561844,1522325561972,1522325561972,1522325562069
1522325562069,1522325562201,1522325562202,1522325562297
1522325562297,1522325562431,1522325562431,1522325562528
1522325562528,1522325562661,1522325562661,1522325562757
1522325562757,1522325562888,1522325562888,1522325562984
1522325562984,1522325563117,1522325563117,1522325563214
1522325563214,1522325563342,1522325563342,1522325563439
1522325563439,1522325563572,1522325563572,1522325563668
1522325563668,1522325563802,1522325563802,1522325563898
1522325563898,1522325564028,1522325564028,1522325564125
1522325564125,1522325564255,1522325564255,1522325564352
1522325564352,1522325564481,1522325564481,1522325564577
1522325564577,1522325564710,1522325564710,1522325564806
1522325564806,1522325564938,1522325564938,1522325565034
1522325565034,1522325565167,1522325565167,1522325565263
1522325565263,1522325565394,1522325565395,1522325565492
1522325565492,1522325565621,1522325565621,1522325565717
1522325565717,1522325565850,1522325565850,1522325565946
1522325565946,1522325566079,1522325566079,1522325566174
1522325566174,1522325566306,1522325566306,1522325566402
1522325566402,1522325566535,1522325566535,1522325566631
1522325566631,1522325566763,1522325566763,1522325566859
1522325566859,1522325566991,1522325566991,1522325567087
1522325567087,1522325567222,1522325567222,1522325567317
1522325567317,1522325567450,1522325567450,1522325567546
1522325567546,1522325567678,1522325567678,1522325567774
1522325567774,1522325567906,1522325567906,1522325568013
1522325568013,1522325568146,1522325568147,1522325568242
1522325568242,1522325568374,1522325568374,1522325568470
1522325568470,1522325568602,1522325568602,1522325568699
1522325568699,1522325568831,1522325568831,1522325568927
1522325568927,1522325569061,1522325569061,1522325569157
1522325569157,1522325569290,1522325569290,1522325569386
1522325569387,1522325569514,1522325569514,1522325569610
1522325569610,1522325569744,1522325569744,1522325569840
1522325569840,1522325569971,1522325569971,1522325570067
1522325570067,1522325570200,1522325570200,1522325570296
1522325570296,1522325570428,1522325570428,1522325570524
1522325570524,1522325570656,1522325570656,1522325570755
1522325570755,1522325570902,1522325570902,1522325570998
1522325570998,1522325571131,1522325571131,1522325571227
1522325571227,1522325571358,1522325571358,1522325571454
1522325571454,1522325571588,1522325571588,1522325571686
1522325571686,1522325571818,1522325571818,1522325571914
1522325571914,1522325572053,1522325572053,1522325572149
1522325572149,1522325572284,1522325572284,1522325572379
1522325572379,1522325572513,1522325572513,1522325572608
1522325572608,1522325572742,1522325572742,1522325572840
1522325572840,1522325572972,1522325572972,1522325573068
1522325573068,1522325573202,1522325573202,1522325573298
1522325573298,1522325573429,1522325573429,1522325573525
1522325573525,1522325573662,1522325573662,1522325573875
1522325573875,1522325574012,1522325574012,1522325574173
1522325574173,1522325574304,1522325574304,1522325574483
1522325574483,1522325574615,1522325574615,1522325574789
1522325574789,1522325574922,1522325574922,1522325575094
1522325575094,1522325575226,1522325575226,1522325575401
1522325575401,1522325575533,1522325575533,1522325575709
1522325575709,1522325575841,1522325575841,1522325576021
1522325576021,1522325576158,1522325576159,1522325576323
1522325576323,1522325576456,1522325576457,1522325576630
1522325576630,1522325576763,1522325576763,1522325576937
1522325576937,1522325577070,1522325577070,1522325577244
1522325577244,1522325577377,1522325577377,1522325577552
1522325577552,1522325577685,1522325577685,1522325577859
1522325577859,1522325577992,1522325577992,1522325578166
1522325578166,1522325578300,1522325578300,1522325578473
1522325578474,1522325578606,1522325578607,1522325578782
1522325578782,1522325578919,1522325578919,1522325579089
1522325579089,1522325579226,1522325579226,1522325579395
1522325579395,1522325579534,1522325579534,1522325579702
1522325579702,1522325579835,1522325579835,1522325580009
1522325580009,1522325580143,1522325580143,1522325580317
1522325580317,1522325580450,1522325580450,1522325580624
1522325580624,1522325580757,1522325580757,1522325580933
1522325580933,1522325581066,1522325581066,1522325581247
1522325581247,1522325581390,1522325581390,1522325581648
1522325581648,1522325581780,1522325581781,1522325581955
1522325581955,1522325582090,1522325582090,1522325582267
1522325582267,1522325582411,1522325582411,1522325582571
1522325582571,1522325582703,1522325582703,1522325582876
1522325582876,1522325583010,1522325583010,1522325583184
1522325583184,1522325583318,1522325583318,1522325583491
1522325583491,1522325583628,1522325583628,1522325583748
1522325583748,1522325583881,1522325583881,1522325583976
1522325583977,1522325584109,1522325584109,1522325584206
1522325584206,1522325584339,1522325584339,1522325584515
1522325584516,1522325584648,1522325584648,1522325584822
1522325584822,1522325584954,1522325584954,1522325585130
1522325585131,1522325585262,1522325585262,1522325585448
1522325585448,1522325585586,1522325585586,1522325585682
1522325585682,1522325585814,1522325585814,1522325585910
1522325585910,1522325586043,1522325586043,1522325586139
1522325586139,1522325586266,1522325586266,1522325586362
1522325586362,1522325586494,1522325586494,1522325586590
1522325586590,1522325586728,1522325586728,1522325586824
1522325586824,1522325586957,1522325586958,1522325587053
1522325587053,1522325587186,1522325587186,1522325587317
1522325587317,1522325587452,1522325587452,1522325587547
1522325587547,1522325587680,1522325587681,1522325587776
1522325587776,1522325587906,1522325587906,1522325588002
1522325588002,1522325588134,1522325588134,1522325588304
1522325588304,1522325588437,1522325588437,1522325588616
1522325588616,1522325588750,1522325588750,1522325588918
1522325588918,1522325589053,1522325589053,1522325589225
1522325589225,1522325589358,1522325589358,1522325589532
1522325589532,1522325589666,1522325589666,1522325589840
1522325589840,1522325589973,1522325589973,1522325590147
1522325590147,1522325590280,1522325590280,1522325590454
1522325590454,1522325590588,1522325590589,1522325590768
1522325590768,1522325590906,1522325590906,1522325591069
1522325591069,1522325591202,1522325591202,1522325591377
1522325591377,1522325591510,1522325591510,1522325591683
1522325591683,1522325591815,1522325591815,1522325591990
1522325591990,1522325592123,1522325592123,1522325592218
1522325592218,1522325592353,1522325592353,1522325592502
1522325592502,1522325592636,1522325592636,1522325592809
1522325592809,1522325592945,1522325592946,1522325593116
1522325593116,1522325593249,1522325593249,1522325593424
1522325593424,1522325593557,1522325593557,1522325593731
1522325593731,1522325593864,1522325593864,1522325594047
1522325594047,1522325594188,1522325594188,1522325594345
1522325594345,1522325594479,1522325594479,1522325594652
1522325594653,1522325594786,1522325594786,1522325594969
1522325594969,1522325595115,1522325595115,1522325595267
1522325595267,1522325595400,1522325595400,1522325595574
1522325595574,1522325595709,1522325595709,1522325595881
1522325595881,1522325596015,1522325596015,1522325596190
1522325596190,1522325596322,1522325596322,1522325596501
1522325596501,1522325596633,1522325596633,1522325596803
1522325596803,1522325596938,1522325596938,1522325597110
1522325597110,1522325597244,1522325597244,1522325597417
1522325597417,1522325597550,1522325597550,1522325597725
1522325597726,1522325597859,1522325597859,1522325597956
1522325597956,1522325598090,1522325598090,1522325598217
1522325598217,1522325598351,1522325598351,1522325598446
1522325598446,1522325598575,1522325598575,1522325598670
1522325598670,1522325598808,1522325598808,1522325598903
1522325598903,1522325599037,1522325599037,1522325599132
1522325599132,1522325599264,1522325599264,1522325599465
1522325599465,1522325599598,1522325599598,1522325599773
1522325599773,1522325599906,1522325599906,1522325600080
1522325600080,1522325600213,1522325600213,1522325600387
1522325600387,1522325600519,1522325600519,1522325600694
1522325600694,1522325600828,1522325600828,1522325601001
1522325601001,1522325601135,1522325601135,1522325601308
1522325601308,1522325601443,1522325601444,1522325601627
1522325601627,1522325601771,1522325601771,1522325601924
1522325601924,1522325602054,1522325602055,1522325602231
1522325602231,1522325602364,1522325602365,1522325602537
1522325602537,1522325602670,1522325602670,1522325602845
1522325602845,1522325602978,1522325602978,1522325603152
1522325603152,1522325603284,1522325603284,1522325603379
1522325603380,1522325603513,1522325603513,1522325603664
1522325603664,1522325603797,1522325603797,1522325603971
1522325603971,1522325604105,1522325604105,1522325604286
1522325604286,1522325604418,1522325604418,1522325604585
1522325604585,1522325604719,1522325604719,1522325604915
1522325604915,1522325605048,1522325605048,1522325605200
1522325605200,1522325605333,1522325605333,1522325605507
1522325605507,1522325605642,1522325605642,1522325605814
1522325605814,1522325605959,1522325605960,1522325606122
1522325606123,1522325606256,1522325606256,1522325606351
1522325606352,1522325606486,1522325606486,1522325606633
1522325606633,1522325606767,1522325606767,1522325606862
1522325606862,1522325606996,1522325606996,1522325607092
1522325607092,1522325607225,1522325607225,1522325607320
1522325607320,1522325607456,1522325607456,1522325607551
1522325607551,1522325607681,1522325607681,1522325607776
1522325607776,1522325607909,1522325607909,1522325608004
1522325608004,1522325608139,1522325608139,1522325608234
1522325608234,1522325608368,1522325608368,1522325608463
1522325608463,1522325608596,1522325608596,1522325608691
1522325608691,1522325608824,1522325608824,1522325608919
1522325608919,1522325609053,1522325609053,1522325609148
1522325609148,1522325609276,1522325609276,1522325609374
1522325609375,1522325609507,1522325609507,1522325609602
1522325609602,1522325609736,1522325609736,1522325609831
1522325609831,1522325609966,1522325609966,1522325610115
1522325610115,1522325610247,1522325610247,1522325610423
1522325610423,1522325610555,1522325610555,1522325610729
1522325610729,1522325610867,1522325610867,1522325611037
1522325611037,1522325611171,1522325611171,1522325611344
1522325611344,1522325611478,1522325611478,1522325611575
1522325611575,1522325611709,1522325611709,1522325611804
1522325611804,1522325611937,1522325611937,1522325612060
1522325612060,1522325612194,1522325612194,1522325612368
1522325612368,1522325612501,1522325612501,1522325612675
1522325612675,1522325612808,1522325612809,1522325612982
1522325612982,1522325613116,1522325613116,1522325613289
1522325613289,1522325613422,1522325613422,1522325613596
1522325613597,1522325613729,1522325613729,1522325613904
1522325613904,1522325614038,1522325614038,1522325614211
1522325614211,1522325614348,1522325614348,1522325614518
1522325614518,1522325614654,1522325614654,1522325614928
1522325614928,1522325615061,1522325615061,1522325615337
1522325615337,1522325615471,1522325615472,1522325615567
1522325615567,1522325615704,1522325615704,1522325615801
1522325615801,1522325615936,1522325615936,1522325616031
1522325616031,1522325616165,1522325616165,1522325616260
1522325616260,1522325616392,1522325616392,1522325616566
1522325616566,1522325616698,1522325616698,1522325616879
1522325616879,1522325617017,1522325617017,1522325617180
1522325617181,1522325617314,1522325617314,1522325617487
1522325617487,1522325617622,1522325617622,1522325617796
1522325617797,1522325617930,1522325617930,1522325618102
1522325618102,1522325618236,1522325618236,1522325618409
1522325618410,1522325618542,1522325618543,1522325618716
1522325618716,1522325618848,1522325618848,1522325619024
1522325619024,1522325619158,1522325619158,1522325619331
1522325619331,1522325619464,1522325619464,1522325619638
1522325619638,1522325619771,1522325619771,1522325619945
1522325619945,1522325620079,1522325620079,1522325620252
1522325620253,1522325620385,1522325620385,1522325620560
1522325620560,1522325620692,1522325620692,1522325620868
1522325620868,1522325621002,1522325621002,1522325621174
1522325621174,1522325621307,1522325621307,1522325621481
1522325621481,1522325621615,1522325621615,1522325621788
1522325621789,1522325621920,1522325621920,1522325622095
1522325622095,1522325622230,1522325622230,1522325622325
1522325622325,1522325622460,1522325622460,1522325622608
1522325622608,1522325622744,1522325622744,1522325622923
1522325622923,1522325623060,1522325623060,1522325623222
1522325623222,1522325623354,1522325623354,1522325623529
1522325623529,1522325623664,1522325623664,1522325623836
1522325623836,1522325623969,1522325623969,1522325624143
1522325624143,1522325624280,1522325624280,1522325624451
1522325624451,1522325624586,1522325624586,1522325624758
1522325624758,1522325624893,1522325624893,1522325625068
1522325625068,1522325625203,1522325625203,1522325625373
1522325625373,1522325625507,1522325625507,1522325625680
1522325625680,1522325625813,1522325625813,1522325625987
1522325625987,1522325626121,1522325626121,1522325626217
1522325626217,1522325626348,1522325626348,1522325626443
1522325626443,1522325626576,1522325626576,1522325626671
1522325626671,1522325626804,1522325626804,1522325626908
1522325626908,1522325627042,1522325627042,1522325627219
1522325627219,1522325627355,1522325627355,1522325627522
1522325627522,1522325627656,1522325627656,1522325627830
1522325627830,1522325627968,1522325627968,1522325628143
1522325628143,1522325628276,1522325628276,1522325628444
1522325628444,1522325628583,1522325628584,1522325628752
1522325628752,1522325628888,1522325628888,1522325629059
1522325629059,1522325629192,1522325629192,1522325629366
1522325629366,1522325629499,1522325629499,1522325629673
1522325629673,1522325629804,1522325629804,1522325629980
1522325629981,1522325630115,1522325630115,1522325630287
1522325630287,1522325630422,1522325630422,1522325630595
1522325630595,1522325630727,1522325630727,1522325630902
1522325630902,1522325631035,1522325631035,1522325631209
1522325631209,1522325631344,1522325631344,1522325631516
1522325631516,1522325631650,1522325631650,1522325631828
1522325631828,1522325631962,1522325631962,1522325632131
1522325632131,1522325632265,1522325632265,1522325632438
1522325632438,1522325632572,1522325632572,1522325632745
1522325632745,1522325632883,1522325632883,1522325633053
1522325633053,1522325633193,1522325633193,1522325633360
1522325633360,1522325633499,1522325633499,1522325633667
1522325633667,1522325633801,1522325633801,1522325633896
1522325633896,1522325634030,1522325634030,1522325634179
1522325634179,1522325634314,1522325634314,1522325634408
1522325634408,1522325634542,1522325634543,1522325634637
1522325634637,1522325634771,1522325634771,1522325634866
1522325634866,1522325635000,1522325635000,1522325635094
1522325635094,1522325635230,1522325635231,1522325635325
1522325635325,1522325635459,1522325635459,1522325635554
1522325635554,1522325635688,1522325635688,1522325635782
1522325635782,1522325635916,1522325635916,1522325636011
1522325636011,1522325636143,1522325636143,1522325636238
1522325636238,1522325636368,1522325636368,1522325636463
1522325636463,1522325636595,1522325636595,1522325636690
1522325636690,1522325636831,1522325636831,1522325636928
1522325636928,1522325637064,1522325637064,1522325637159
1522325637159,1522325637293,1522325637293,1522325637388
1522325637388,1522325637521,1522325637521,1522325637628
1522325637628,1522325637764,1522325637764,1522325637859
1522325637859,1522325638468,1522325638468,1522325638582
1522325638582,1522325638716,1522325638716,1522325638894
1522325638894,1522325639034,1522325639034,1522325639196
1522325639196,1522325639330,1522325639330,1522325639504
1522325639504,1522325639638,1522325639638,1522325639812
1522325639812,1522325639946,1522325639946,1522325640118
1522325640118,1522325640257,1522325640257,1522325640425
1522325640425,1522325640558,1522325640558,1522325640732
1522325640732,1522325640868,1522325640868,1522325641040
1522325641040,1522325641176,1522325641176,1522325641270
1522325641270,1522325641406,1522325641407,1522325641552
1522325641552,1522325641684,1522325641684,1522325641860
1522325641860,1522325641994,1522325641995,1522325642170
1522325642170,1522325642303,1522325642303,1522325642454
1522325642454,1522325642592,1522325642592,1522325642780
1522325642781,1522325642914,1522325642914,1522325643088
1522325643089,1522325643222,1522325643222,1522325643396
1522325643396,1522325643529,1522325643529,1522325643702
1522325643702,1522325643836,1522325643836,1522325644011
1522325644011,1522325644144,1522325644144,1522325644323
1522325644323,1522325644463,1522325644463,1522325644624
1522325644624,1522325644758,1522325644758,1522325644930
1522325644930,1522325645069,1522325645069,1522325645238
1522325645238,1522325645372,1522325645372,1522325645545
1522325645545,1522325645679,1522325645679,1522325645852
1522325645852,1522325645986,1522325645986,1522325646161
1522325646161,1522325646294,1522325646294,1522325646468
1522325646468,1522325646602,1522325646602,1522325646779
1522325646779,1522325646910,1522325646911,1522325647081
1522325647081,1522325647217,1522325647217,1522325647332
1522325647332,1522325647468,1522325647468,1522325647593
1522325647593,1522325647726,1522325647727,1522325647902
1522325647902,1522325648036,1522325648036,1522325648268
1522325648268,1522325648403,1522325648404,1522325648498
1522325648498,1522325648630,1522325648630,1522325648822
1522325648822,1522325648956,1522325648957,1522325649129
1522325649129,1522325649269,1522325649269,1522325649437
1522325649437,1522325649567,1522325649567,1522325649744
1522325649744,1522325649878,1522325649878,1522325650473
1522325650473,1522325650606,1522325650606,1522325650701
1522325650701,1522325650835,1522325650835,1522325650972
1522325650972,1522325651107,1522325651107,1522325651280
1522325651280,1522325651414,1522325651414,1522325651587
1522325651587,1522325651722,1522325651722,1522325651894
1522325651894,1522325652028,1522325652028,1522325652201
1522325652201,1522325652336,1522325652336,1522325652430
1522325652430,1522325652564,1522325652564,1522325652661
1522325652661,1522325652803,1522325652803,1522325652897
1522325652897,1522325653032,1522325653032,1522325653126
1522325653126,1522325653261,1522325653261,1522325653355
1522325653355,1522325653490,1522325653490,1522325653584
1522325653585,1522325653719,1522325653719,1522325653813
1522325653813,1522325653948,1522325653948,1522325654043
1522325654043,1522325654173,1522325654173,1522325654267
1522325654267,1522325654403,1522325654403,1522325654497
1522325654497,1522325654632,1522325654632,1522325654726
1522325654727,1522325654861,1522325654861,1522325654956
1522325654956,1522325655095,1522325655095,1522325655190
1522325655190,1522325655333,1522325655333,1522325655427
1522325655427,1522325655564,1522325655564,1522325655658
1522325655658,1522325655796,1522325655796,1522325655990
1522325655990,1522325656122,1522325656123,1522325656297
1522325656297,1522325656433,1522325656433,1522325656607
1522325656607,1522325656742,1522325656742,1522325656912
1522325656912,1522325657047,1522325657047,1522325657219
1522325657219,1522325657354,1522325657354,1522325657539
1522325657539,1522325657672,1522325657672,1522325657833
1522325657833,1522325657967,1522325657968,1522325658062
1522325658062,1522325658195,1522325658195,1522325658472
1522325658472,1522325658609,1522325658609,1522325658756
1522325658756,1522325658888,1522325658888,1522325659067
1522325659067,1522325659202,1522325659202,1522325659373
1522325659373,1522325659522,1522325659522,1522325659677
1522325659677,1522325659811,1522325659811,1522325659998
1522325659998,1522325660152,1522325660152,1522325660393
1522325660393,1522325660526,1522325660527,1522325660700
1522325660700,1522325660834,1522325660834,1522325661444
1522325661444,1522325661577,1522325661577,1522325661671
1522325661671,1522325661806,1522325661806,1522325661929
1522325661929,1522325662064,1522325662064,1522325662656
1522325662656,1522325662792,1522325662792,1522325662886
1522325662886,1522325663020,1522325663020,1522325663158
1522325663158,1522325663292,1522325663293,1522325663483
1522325663483,1522325663623,1522325663623,1522325663772
1522325663772,1522325663909,1522325663909,1522325664080
1522325664080,1522325664216,1522325664216,1522325664386
1522325664386,1522325664521,1522325664521,1522325664694
1522325664694,1522325664831,1522325664831,1522325665105
1522325665105,1522325665239,1522325665239,1522325665621
1522325665621,1522325665763,1522325665763,1522325665923
1522325665923,1522325666059,1522325666059,1522325666230
1522325666230,1522325666365,1522325666365,1522325666537
1522325666537,1522325666674,1522325666674,1522325666844
1522325666845,1522325666979,1522325666979,1522325667073
1522325667073,1522325667209,1522325667209,1522325667303
1522325667303,1522325667440,1522325667440,1522325667535
1522325667535,1522325667669,1522325667669,1522325667765
1522325667765,1522325667900,1522325667901,1522325667994
1522325667995,1522325668129,1522325668129,1522325668223
1522325668223,1522325668352,1522325668352,1522325668585
1522325668585,1522325668721,1522325668721,1522325668892
1522325668893,1522325669027,1522325669027,1522325669200
1522325669200,1522325669334,1522325669334,1522325669507
1522325669507,1522325669642,1522325669642,1522325669813
1522325669814,1522325669947,1522325669947,1522325670121
1522325670121,1522325670255,1522325670255,1522325670441
1522325670441,1522325670605,1522325670605,1522325670736
1522325670736,1522325670870,1522325670870,1522325671043
1522325671043,1522325671177,1522325671177,1522325671351
