T1 (ms),T2 (ms),T3 (ms),T4 (ms)
1522324670601,1522324670714,1522324670714,1522324670911
1522324670911,1522324671023,1522324671023,1522324671215
1522324671215,1522324671328,1522324671328,1522324671523
1522324671523,1522324671635,1522324671635,1522324671833
1522324671833,1522324671950,1522324671951,1522324672139
1522324672139,1522324672251,1522324672251,1522324672444
1522324672444,1522324672551,1522324672551,1522324672668
1522324672668,1522324672780,1522324672781,1522324672956
1522324672957,1522324673069,1522324673069,1522324673263
1522324673263,1522324673376,1522324673376,1522324673570
1522324673571,1522324673686,1522324673686,1522324673880
1522324673880,1522324673993,1522324673993,1522324674110
1522324674110,1522324674226,1522324674226,1522324674390
1522324674390,1522324674501,1522324674501,1522324674618
1522324674618,1522324674732,1522324674732,1522324674849
1522324674849,1522324674960,1522324674960,1522324675076
1522324675076,1522324675187,1522324675187,1522324675303
1522324675303,1522324675417,1522324675417,1522324675534
1522324675534,1522324675641,1522324675641,1522324675823
1522324675823,1522324675936,1522324675936,1522324676130
1522324676130,1522324676242,1522324676242,1522324676438
1522324676438,1522324676549,1522324676549,1522324676745
1522324676745,1522324676857,1522324676857,1522324677053
1522324677053,1522324677161,1522324677161,1522324677361
1522324677361,1522324677471,1522324677471,1522324677666
1522324677666,1522324677779,1522324677779,1522324677974
1522324677974,1522324678091,1522324678091,1522324678281
1522324678281,1522324678390,1522324678390,1522324678591
1522324678591,1522324678705,1522324678705,1522324678895
1522324678895,1522324679010,1522324679010,1522324679203
1522324679203,1522324679314,1522324679315,1522324679513
1522324679513,1522324679625,1522324679625,1522324679817
1522324679817,1522324679931,1522324679931,1522324680125
1522324680125,1522324680238,1522324680238,1522324680432
1522324680432,1522324680544,1522324680544,1522324680738
1522324680738,1522324680851,1522324680851,1522324681046
1522324681046,1522324681157,1522324681157,1522324681353
1522324681353,1522324681465,1522324681465,1522324681660
1522324681660,1522324681771,1522324681771,1522324681968
1522324681968,1522324682079,1522324682079,1522324682276
1522324682276,1522324682386,1522324682386,1522324682582
1522324682582,1522324682693,1522324682693,1522324682889
1522324682889,1522324682997,1522324682997,1522324683196
1522324683196,1522324683309,1522324683309,1522324683503
1522324683503,1522324683616,1522324683616,1522324683810
1522324683810,1522324683933,1522324683933,1522324684118
1522324684118,1522324684233,1522324684233,1522324684425
1522324684425,1522324684540,1522324684540,1522324684732
1522324684732,1522324684846,1522324684846,1522324684963
1522324684963,1522324685075,1522324685075,1522324685191
1522324685191,1522324685307,1522324685307,1522324685422
1522324685423,1522324685534,1522324685534,1522324685652
1522324685652,1522324685766,1522324685766,1522324685883
1522324685883,1522324685993,1522324685993,1522324686165
1522324686165,1522324686277,1522324686277,1522324686410
1522324686410,1522324686522,1522324686522,1522324686638
1522324686638,1522324686748,1522324686748,1522324686883
1522324686883,1522324686996,1522324686996,1522324687189
1522324687190,1522324687304,1522324687304,1522324687496
1522324687496,1522324687609,1522324687609,1522324687805
1522324687805,1522324687914,1522324687914,1522324688093
1522324688093,1522324688205,1522324688205,1522324688320
1522324688321,1522324688433,1522324688433,1522324688623
1522324688623,1522324688736,1522324688737,1522324688930
1522324688930,1522324689043,1522324689044,1522324689237
1522324689238,1522324689351,1522324689351,1522324689545
1522324689545,1522324689654,1522324689654,1522324689852
1522324689853,1522324689964,1522324689964,1522324690159
1522324690159,1522324690271,1522324690271,1522324690466
1522324690466,1522324690579,1522324690579,1522324690695
1522324690695,1522324690810,1522324690810,1522324690978
1522324690978,1522324691091,1522324691091,1522324691285
1522324691286,1522324691397,1522324691397,1522324691593
1522324691593,1522324691705,1522324691705,1522324691900
1522324691900,1522324692012,1522324692012,1522324692207
1522324692207,1522324692318,1522324692318,1522324692514
1522324692514,1522324692627,1522324692627,1522324692821
1522324692821,1522324692935,1522324692936,1522324693129
1522324693129,1522324693242,1522324693242,1522324693436
1522324693436,1522324693546,1522324693546,1522324693743
1522324693743,1522324693855,1522324693855,1522324694051
1522324694051,1522324694162,1522324694162,1522324694357
1522324694357,1522324694471,1522324694471,1522324694665
1522324694665,1522324694777,1522324694777,1522324694972
1522324694972,1522324695086,1522324695087,1522324695202
1522324695202,1522324695315,1522324695315,1522324695431
1522324695431,1522324695544,1522324695544,1522324695660
1522324695660,1522324695773,1522324695773,1522324695996
1522324695996,1522324696104,1522324696104,1522324696220
1522324696220,1522324696328,1522324696328,1522324696444
1522324696444,1522324696562,1522324696562,1522324696712
1522324696713,1522324696823,1522324696823,1522324697122
1522324697122,1522324697235,1522324697236,1522324697351
1522324697351,1522324697459,1522324697459,1522324697574
1522324697574,1522324697687,1522324697687,1522324697803
1522324697803,1522324697916,1522324697916,1522324698044
1522324698044,1522324698157,1522324698157,1522324698352
1522324698352,1522324698466,1522324698466,1522324698659
1522324698659,1522324698772,1522324698772,1522324698965
1522324698965,1522324699076,1522324699076,1522324699276
1522324699276,1522324699390,1522324699390,1522324699506
1522324699506,1522324699619,1522324699619,1522324699735
1522324699735,1522324699844,1522324699844,1522324699959
1522324699959,1522324700071,1522324700072,1522324700187
1522324700187,1522324700302,1522324700302,1522324700420
1522324700420,1522324700534,1522324700534,1522324700649
1522324700649,1522324700760,1522324700760,1522324700876
1522324700876,1522324700988,1522324700988,1522324701104
1522324701104,1522324701216,1522324701216,1522324701333
1522324701333,1522324701450,1522324701450,1522324701566
1522324701566,1522324701677,1522324701677,1522324701793
1522324701793,1522324701907,1522324701907,1522324702022
1522324702022,1522324702135,1522324702135,1522324702250
1522324702250,1522324702362,1522324702362,1522324702478
1522324702478,1522324702589,1522324702589,1522324702704
1522324702705,1522324702817,1522324702817,1522324702932
1522324702932,1522324703047,1522324703047,1522324703163
1522324703163,1522324703276,1522324703276,1522324703391
1522324703391,1522324703500,1522324703500,1522324703615
1522324703615,1522324703724,1522324703724,1522324703839
1522324703839,1522324703954,1522324703954,1522324704069
1522324704069,1522324704180,1522324704180,1522324704295
1522324704295,1522324704410,1522324704411,1522324704955
1522324704955,1522324705068,1522324705068,1522324705183
1522324705183,1522324705291,1522324705291,1522324705417
1522324705417,1522324705530,1522324705530,1522324705724
1522324705724,1522324705837,1522324705837,1522324706030
1522324706030,1522324706142,1522324706142,1522324706338
1522324706338,1522324706450,1522324706450,1522324706648
1522324706648,1522324706762,1522324706763,1522324706952
1522324706952,1522324707065,1522324707065,1522324707186
1522324707186,1522324707299,1522324707299,1522324707464
1522324707465,1522324707578,1522324707579,1522324707771
1522324707771,1522324707885,1522324707885,1522324708078
1522324708078,1522324708191,1522324708191,1522324708488
1522324708489,1522324708601,1522324708601,1522324708796
1522324708796,1522324708909,1522324708909,1522324709103
1522324709103,1522324709215,1522324709215,1522324709410
1522324709410,1522324709526,1522324709526,1522324709719
1522324709719,1522324709832,1522324709832,1522324710032
1522324710032,1522324710149,1522324710149,1522324710333
1522324710333,1522324710447,1522324710447,1522324710639
1522324710639,1522324710754,1522324710754,1522324710946
1522324710946,1522324711059,1522324711059,1522324711174
1522324711174,1522324711288,1522324711288,1522324711403
1522324711403,1522324711517,1522324711517,1522324711632
1522324711632,1522324711745,1522324711746,1522324711970
1522324711970,1522324712084,1522324712084,1522324712277
1522324712277,1522324712391,1522324712391,1522324712584
1522324712584,1522324712696,1522324712696,1522324712892
1522324712892,1522324713004,1522324713004,1522324713199
1522324713199,1522324713310,1522324713311,1522324713506
1522324713506,1522324713623,1522324713623,1522324713814
1522324713814,1522324713930,1522324713930,1522324714120
1522324714120,1522324714232,1522324714232,1522324714428
1522324714428,1522324714543,1522324714543,1522324714734
1522324714734,1522324714847,1522324714847,1522324715042
1522324715042,1522324715155,1522324715155,1522324715348
1522324715348,1522324715462,1522324715462,1522324715656
1522324715656,1522324715764,1522324715764,1522324715964
1522324715964,1522324716076,1522324716076,1522324716271
1522324716271,1522324716379,1522324716379,1522324716577
1522324716577,1522324716691,1522324716691,1522324716885
1522324716885,1522324716998,1522324716998,1522324717192
1522324717192,1522324717306,1522324717306,1522324717499
1522324717500,1522324717614,1522324717614,1522324717807
1522324717807,1522324717920,1522324717920,1522324718115
1522324718115,1522324718229,1522324718229,1522324718422
1522324718422,1522324718534,1522324718534,1522324718728
1522324718728,1522324718843,1522324718843,1522324719035
1522324719036,1522324719149,1522324719149,1522324719343
1522324719343,1522324719456,1522324719456,1522324719650
1522324719650,1522324719766,1522324719766,1522324719957
1522324719957,1522324720070,1522324720070,1522324720264
1522324720264,1522324720377,1522324720377,1522324720572
1522324720573,1522324720685,1522324720685,1522324720879
1522324720879,1522324720991,1522324720991,1522324721186
1522324721186,1522324721299,1522324721299,1522324721493
1522324721493,1522324721613,1522324721613,1522324721800
1522324721800,1522324721915,1522324721915,1522324722107
1522324722108,1522324722222,1522324722222,1522324722414
1522324722415,1522324722528,1522324722528,1522324722940
1522324722940,1522324723078,1522324723078,1522324723241
1522324723241,1522324723354,1522324723354,1522324723646
1522324723646,1522324723758,1522324723759,1522324724068
1522324724068,1522324724191,1522324724191,1522324724306
1522324724306,1522324724418,1522324724418,1522324724533
1522324724533,1522324724642,1522324724642,1522324724760
1522324724760,1522324724874,1522324724874,1522324724989
1522324724989,1522324725103,1522324725103,1522324725218
1522324725219,1522324725336,1522324725336,1522324725451
1522324725451,1522324725562,1522324725562,1522324725678
1522324725678,1522324725789,1522324725789,1522324725905
1522324725905,1522324726014,1522324726014,1522324726129
1522324726129,1522324726238,1522324726239,1522324726353
1522324726353,1522324726467,1522324726467,1522324726582
1522324726582,1522324726695,1522324726695,1522324726810
1522324726810,1522324726923,1522324726923,1522324727037
1522324727038,1522324727152,1522324727152,1522324727267
1522324727267,1522324727377,1522324727377,1522324727491
1522324727491,1522324727608,1522324727608,1522324727723
1522324727723,1522324727837,1522324727837,1522324727952
1522324727952,1522324728064,1522324728064,1522324728178
1522324728179,1522324728290,1522324728290,1522324728405
1522324728405,1522324728514,1522324728514,1522324728629
1522324728629,1522324728746,1522324728746,1522324728861
1522324728862,1522324728976,1522324728976,1522324729091
1522324729091,1522324729205,1522324729205,1522324729320
1522324729320,1522324729433,1522324729434,1522324729549
1522324729549,1522324729662,1522324729662,1522324729777
1522324729777,1522324729886,1522324729886,1522324730001
1522324730001,1522324730115,1522324730115,1522324730299
1522324730300,1522324730412,1522324730412,1522324730606
1522324730606,1522324730723,1522324730723,1522324730916
1522324730916,1522324731050,1522324731050,1522324731220
1522324731220,1522324731336,1522324731336,1522324731452
1522324731452,1522324731564,1522324731564,1522324731679
1522324731679,1522324731793,1522324731793,1522324731940
1522324731940,1522324732054,1522324732054,1522324732245
1522324732245,1522324732359,1522324732359,1522324732552
1522324732552,1522324732665,1522324732665,1522324732859
1522324732859,1522324732976,1522324732977,1522324733168
1522324733168,1522324733285,1522324733285,1522324733474
1522324733474,1522324733588,1522324733588,1522324733781
1522324733781,1522324733896,1522324733896,1522324734088
1522324734088,1522324734205,1522324734205,1522324734395
1522324734395,1522324734512,1522324734512,1522324734702
1522324734703,1522324734817,1522324734817,1522324735009
1522324735009,1522324735122,1522324735122,1522324735318
1522324735318,1522324735432,1522324735432,1522324735623
1522324735624,1522324735737,1522324735737,1522324735931
1522324735931,1522324736044,1522324736044,1522324736159
1522324736159,1522324736272,1522324736272,1522324736439
1522324736439,1522324736559,1522324736559,1522324736673
1522324736673,1522324736789,1522324736789,1522324736903
1522324736903,1522324737017,1522324737017,1522324737131
1522324737131,1522324737246,1522324737246,1522324737360
1522324737361,1522324737475,1522324737475,1522324737589
1522324737589,1522324737705,1522324737705,1522324737819
1522324737819,1522324737933,1522324737933,1522324738047
1522324738048,1522324738162,1522324738162,1522324738279
1522324738279,1522324738394,1522324738394,1522324738508
1522324738509,1522324738623,1522324738624,1522324738738
1522324738738,1522324738857,1522324738857,1522324738971
1522324738971,1522324739085,1522324739085,1522324739199
1522324739199,1522324739316,1522324739316,1522324739431
1522324739431,1522324739553,1522324739553,1522324739720
1522324739720,1522324739836,1522324739836,1522324739951
1522324739951,1522324740065,1522324740065,1522324740179
1522324740179,1522324740294,1522324740294,1522324740408
1522324740409,1522324740522,1522324740523,1522324740637
1522324740637,1522324740747,1522324740747,1522324740861
1522324740861,1522324740971,1522324740971,1522324741085
1522324741085,1522324741200,1522324741200,1522324741359
1522324741359,1522324741472,1522324741472,1522324741666
1522324741666,1522324741781,1522324741781,1522324741972
1522324741972,1522324742086,1522324742087,1522324742280
1522324742280,1522324742390,1522324742390,1522324742588
1522324742588,1522324742711,1522324742711,1522324742894
1522324742894,1522324743008,1522324743008,1522324743201
1522324743201,1522324743316,1522324743316,1522324743509
1522324743509,1522324743628,1522324743628,1522324743816
1522324743816,1522324743930,1522324743930,1522324744123
1522324744123,1522324744243,1522324744243,1522324744430
1522324744430,1522324744542,1522324744542,1522324744738
1522324744738,1522324744857,1522324744858,1522324745046
1522324745046,1522324745162,1522324745162,1522324745352
1522324745352,1522324745466,1522324745466,1522324745660
1522324745660,1522324745772,1522324745772,1522324745966
1522324745966,1522324746082,1522324746082,1522324746273
1522324746274,1522324746386,1522324746386,1522324746581
1522324746581,1522324746696,1522324746696,1522324746889
1522324746889,1522324747004,1522324747004,1522324747195
1522324747195,1522324747308,1522324747308,1522324747502
1522324747502,1522324747617,1522324747617,1522324747811
1522324747811,1522324747927,1522324747927,1522324748117
1522324748117,1522324748232,1522324748233,1522324748424
1522324748424,1522324748546,1522324748546,1522324748731
1522324748731,1522324748848,1522324748848,1522324749038
1522324749038,1522324749153,1522324749153,1522324749345
1522324749345,1522324749461,1522324749461,1522324749576
1522324749576,1522324749689,1522324749689,1522324749803
1522324749803,1522324749914,1522324749914,1522324750029
1522324750029,1522324750142,1522324750142,1522324750256
1522324750256,1522324750371,1522324750372,1522324750485
1522324750485,1522324750599,1522324750599,1522324750713
1522324750713,1522324750832,1522324750832,1522324751086
1522324751086,1522324751204,1522324751204,1522324751321
1522324751321,1522324751438,1522324751439,1522324751598
1522324751598,1522324751712,1522324751712,1522324751905
1522324751905,1522324752020,1522324752020,1522324752213
1522324752213,1522324752327,1522324752327,1522324752524
1522324752524,1522324752640,1522324752640,1522324752827
1522324752827,1522324752941,1522324752941,1522324753134
1522324753134,1522324753249,1522324753249,1522324753441
1522324753441,1522324753554,1522324753554,1522324753753
1522324753753,1522324753871,1522324753871,1522324754058
1522324754058,1522324754173,1522324754173,1522324754372
1522324754372,1522324754494,1522324754494,1522324754670
1522324754670,1522324754785,1522324754785,1522324754977
1522324754978,1522324755092,1522324755092,1522324755284
1522324755284,1522324755398,1522324755398,1522324755592
1522324755592,1522324755710,1522324755710,1522324755899
1522324755899,1522324756013,1522324756013,1522324756205
1522324756205,1522324756321,1522324756321,1522324756513
1522324756513,1522324756632,1522324756632,1522324756825
1522324756825,1522324756943,1522324756943,1522324757128
1522324757128,1522324757243,1522324757243,1522324757435
1522324757435,1522324757548,1522324757548,1522324757742
1522324757742,1522324757859,1522324757859,1522324758050
1522324758050,1522324758168,1522324758168,1522324758356
1522324758356,1522324758471,1522324758471,1522324758664
1522324758664,1522324758779,1522324758780,1522324758971
1522324758971,1522324759085,1522324759085,1522324759198
1522324759198,1522324759313,1522324759313,1522324759485
1522324759485,1522324759595,1522324759595,1522324759790
1522324759790,1522324759904,1522324759905,1522324760097
1522324760097,1522324760210,1522324760210,1522324760324
1522324760324,1522324760444,1522324760444,1522324760609
1522324760609,1522324760729,1522324760730,1522324760903
1522324760903,1522324761023,1522324761023,1522324761138
1522324761138,1522324761258,1522324761259,1522324761372
1522324761372,1522324761486,1522324761486,1522324761600
1522324761600,1522324761717,1522324761717,1522324761940
1522324761940,1522324762054,1522324762055,1522324762247
1522324762248,1522324762362,1522324762362,1522324762555
1522324762555,1522324762670,1522324762670,1522324762862
1522324762862,1522324762976,1522324762976,1522324763169
1522324763169,1522324763283,1522324763283,1522324763477
1522324763477,1522324763591,1522324763591,1522324763784
1522324763784,1522324763902,1522324763902,1522324764091
1522324764091,1522324764208,1522324764208,1522324764322
1522324764322,1522324764437,1522324764437,1522324764603
1522324764603,1522324764716,1522324764716,1522324764915
1522324764915,1522324765032,1522324765032,1522324765217
1522324765217,1522324765332,1522324765333,1522324765524
1522324765524,1522324765642,1522324765642,1522324765832
1522324765832,1522324765949,1522324765949,1522324766139
1522324766139,1522324766254,1522324766254,1522324766446
1522324766446,1522324766562,1522324766562,1522324766675
1522324766675,1522324766791,1522324766792,1522324766958
1522324766958,1522324767072,1522324767072,1522324767265
1522324767265,1522324767378,1522324767379,1522324767572
1522324767572,1522324767690,1522324767690,1522324767880
1522324767880,1522324767996,1522324767996,1522324768187
1522324768187,1522324768301,1522324768301,1522324768494
1522324768494,1522324768615,1522324768615,1522324768801
1522324768801,1522324768913,1522324768913,1522324769108
1522324769108,1522324769223,1522324769223,1522324769415
1522324769415,1522324769538,1522324769538,1522324769723
1522324769723,1522324769838,1522324769838,1522324770030
1522324770030,1522324770144,1522324770144,1522324770337
1522324770337,1522324770452,1522324770452,1522324770644
1522324770644,1522324770759,1522324770759,1522324770952
1522324770952,1522324771066,1522324771066,1522324771259
1522324771259,1522324771373,1522324771373,1522324771566
1522324771566,1522324771683,1522324771683,1522324771874
1522324771874,1522324771991,1522324771991,1522324772180
1522324772180,1522324772295,1522324772295,1522324772487
1522324772488,1522324772606,1522324772606,1522324772795
1522324772795,1522324772911,1522324772911,1522324773103
1522324773103,1522324773218,1522324773218,1522324773409
1522324773409,1522324773523,1522324773523,1522324773716
1522324773716,1522324773830,1522324773830,1522324774023
1522324774023,1522324774136,1522324774136,1522324774331
1522324774331,1522324774446,1522324774446,1522324774559
1522324774559,1522324774675,1522324774675,1522324774788
1522324774788,1522324774904,1522324774904,1522324775017
1522324775017,1522324775132,1522324775132,1522324775355
1522324775355,1522324775470,1522324775470,1522324775666
1522324775666,1522324775783,1522324775783,1522324775969
1522324775969,1522324776084,1522324776084,1522324776276
1522324776276,1522324776391,1522324776392,1522324776583
1522324776584,1522324776700,1522324776700,1522324776891
1522324776891,1522324777006,1522324777006,1522324777198
1522324777198,1522324777313,1522324777313,1522324777505
1522324777505,1522324777620,1522324777620,1522324777812
1522324777812,1522324777928,1522324777928,1522324778120
1522324778120,1522324778235,1522324778235,1522324778427
1522324778427,1522324778546,1522324778546,1522324778734
1522324778734,1522324778850,1522324778850,1522324779041
1522324779041,1522324779158,1522324779158,1522324779348
1522324779348,1522324779463,1522324779463,1522324779655
1522324779655,1522324779771,1522324779771,1522324779963
1522324779963,1522324780079,1522324780079,1522324780270
1522324780270,1522324780386,1522324780386,1522324780577
1522324780577,1522324780692,1522324780692,1522324780805
1522324780805,1522324780920,1522324780920,1522324781089
1522324781089,1522324781205,1522324781205,1522324781396
1522324781396,1522324781513,1522324781513,1522324781703
1522324781703,1522324781821,1522324781821,1522324782010
1522324782011,1522324782125,1522324782125,1522324782318
1522324782318,1522324782433,1522324782433,1522324782624
1522324782624,1522324782740,1522324782740,1522324782932
1522324782932,1522324783047,1522324783047,1522324783239
1522324783239,1522324783359,1522324783359,1522324783546
1522324783547,1522324783662,1522324783662,1522324783854
1522324783854,1522324783968,1522324783968,1522324784161
1522324784161,1522324784276,1522324784276,1522324784468
1522324784468,1522324784583,1522324784583,1522324784775
1522324784775,1522324784891,1522324784891,1522324785082
1522324785083,1522324785197,1522324785197,1522324785390
1522324785390,1522324785504,1522324785504,1522324785697
1522324785697,1522324785814,1522324785814,1522324786004
1522324786004,1522324786118,1522324786118,1522324786311
1522324786311,1522324786426,1522324786426,1522324786618
1522324786619,1522324786736,1522324786736,1522324786926
1522324786926,1522324787041,1522324787041,1522324787233
1522324787234,1522324787351,1522324787351,1522324787540
1522324787540,1522324787649,1522324787649,1522324787848
1522324787848,1522324787964,1522324787964,1522324788154
1522324788155,1522324788266,1522324788266,1522324788462
1522324788462,1522324788572,1522324788572,1522324788769
1522324788769,1522324788884,1522324788884,1522324788997
1522324788997,1522324789113,1522324789113,1522324789281
1522324789281,1522324789392,1522324789392,1522324789588
1522324789588,1522324789710,1522324789710,1522324789895
1522324789895,1522324790010,1522324790010,1522324790202
1522324790202,1522324790312,1522324790312,1522324790510
1522324790510,1522324790624,1522324790624,1522324790817
1522324790817,1522324790932,1522324790932,1522324791124
1522324791124,1522324791240,1522324791240,1522324791432
1522324791432,1522324791548,1522324791548,1522324791747
1522324791748,1522324791867,1522324791867,1522324792047
1522324792047,1522324792173,1522324792173,1522324792353
1522324792353,1522324792469,1522324792469,1522324792660
1522324792660,1522324792774,1522324792774,1522324792967
1522324792967,1522324793082,1522324793082,1522324793274
1522324793275,1522324793391,1522324793391,1522324793582
1522324793582,1522324793706,1522324793706,1522324793819
1522324793819,1522324793947,1522324793947,1522324794093
1522324794093,1522324794208,1522324794208,1522324794401
1522324794401,1522324794517,1522324794517,1522324794708
1522324794708,1522324794822,1522324794822,1522324795015
1522324795015,1522324795130,1522324795130,1522324795322
1522324795322,1522324795437,1522324795437,1522324795630
1522324795630,1522324795744,1522324795744,1522324795937
1522324795937,1522324796062,1522324796062,1522324796245
1522324796245,1522324796361,1522324796361,1522324796551
1522324796551,1522324796671,1522324796671,1522324796858
1522324796858,1522324796970,1522324796970,1522324797166
1522324797166,1522324797282,1522324797282,1522324797480
1522324797480,1522324797598,1522324797598,1522324797780
1522324797780,1522324797897,1522324797897,1522324798091
1522324798091,1522324798209,1522324798209,1522324798322
1522324798322,1522324798436,1522324798436,1522324798548
1522324798548,1522324798666,1522324798666,1522324798779
1522324798779,1522324798894,1522324798894,1522324799007
1522324799007,1522324799123,1522324799123,1522324799235
1522324799236,1522324799353,1522324799353,1522324799465
1522324799465,1522324799578,1522324799578,1522324799691
1522324799691,1522324799808,1522324799808,1522324799920
1522324799920,1522324800040,1522324800040,1522324800152
1522324800152,1522324800267,1522324800267,1522324800379
1522324800379,1522324800492,1522324800492,1522324800604
1522324800604,1522324800720,1522324800720,1522324800833
1522324800833,1522324800950,1522324800950,1522324801062
1522324801062,1522324801176,1522324801176,1522324801289
1522324801289,1522324801406,1522324801406,1522324801521
1522324801521,1522324801635,1522324801635,1522324801747
1522324801747,1522324801864,1522324801864,1522324801977
1522324801977,1522324802092,1522324802092,1522324802205
1522324802205,1522324802320,1522324802320,1522324802433
1522324802433,1522324802552,1522324802552,1522324802665
1522324802665,1522324802780,1522324802780,1522324802893
1522324802893,1522324803008,1522324803008,1522324803121
1522324803121,1522324803232,1522324803232,1522324803344
1522324803344,1522324803456,1522324803457,1522324803569
1522324803569,1522324803686,1522324803686,1522324803798
1522324803798,1522324803910,1522324803910,1522324804022
1522324804022,1522324804141,1522324804141,1522324804253
1522324804253,1522324804370,1522324804370,1522324804482
1522324804482,1522324804598,1522324804598,1522324804711
1522324804711,1522324804826,1522324804826,1522324804938
1522324804939,1522324805057,1522324805057,1522324805169
1522324805169,1522324805283,1522324805283,1522324805395
1522324805395,1522324805510,1522324805510,1522324805623
1522324805623,1522324805738,1522324805738,1522324805851
1522324805851,1522324805968,1522324805968,1522324806080
1522324806080,1522324806196,1522324806196,1522324806308
1522324806309,1522324806424,1522324806424,1522324806537
1522324806537,1522324806651,1522324806651,1522324806766
1522324806767,1522324806884,1522324806884,1522324806996
1522324806997,1522324807109,1522324807109,1522324807221
1522324807221,1522324807338,1522324807338,1522324807508
1522324807508,1522324807620,1522324807620,1522324807819
1522324807819,1522324807937,1522324807937,1522324808122
1522324808122,1522324808236,1522324808236,1522324808429
1522324808429,1522324808551,1522324808551,1522324808740
1522324808740,1522324808857,1522324808857,1522324809044
1522324809044,1522324809159,1522324809159,1522324809353
1522324809353,1522324809469,1522324809469,1522324809597
1522324809598,1522324809709,1522324809709,1522324809863
1522324809863,1522324809979,1522324809979,1522324810170
1522324810171,1522324810284,1522324810284,1522324810477
1522324810477,1522324810593,1522324810593,1522324810705
1522324810706,1522324810822,1522324810822,1522324810935
1522324810936,1522324811050,1522324811050,1522324811202
1522324811202,1522324811336,1522324811336,1522324811501
1522324811501,1522324811618,1522324811618,1522324811817
1522324811817,1522324811937,1522324811937,1522324812116
1522324812116,1522324812230,1522324812230,1522324812424
1522324812424,1522324812540,1522324812540,1522324812730
1522324812730,1522324812848,1522324812848,1522324813037
1522324813037,1522324813160,1522324813160,1522324813344
1522324813345,1522324813463,1522324813463,1522324813652
1522324813652,1522324813768,1522324813769,1522324813959
1522324813959,1522324814071,1522324814071,1522324814183
1522324814183,1522324814307,1522324814307,1522324814474
1522324814474,1522324814602,1522324814602,1522324814778
1522324814778,1522324814895,1522324814896,1522324815085
1522324815085,1522324815200,1522324815200,1522324815392
1522324815392,1522324815508,1522324815508,1522324815700
1522324815700,1522324815816,1522324815816,1522324816007
1522324816007,1522324816124,1522324816124,1522324816314
1522324816314,1522324816432,1522324816432,1522324816621
1522324816621,1522324816740,1522324816740,1522324816928
1522324816929,1522324817045,1522324817045,1522324817236
1522324817236,1522324817353,1522324817353,1522324817543
1522324817543,1522324817664,1522324817664,1522324817850
1522324817850,1522324817966,1522324817966,1522324818157
