T1 (ms),T2 (ms),T3 (ms),T4 (ms)
1522325879324,1522325879464,1522325879464,1522325879633
1522325879633,1522325879772,1522325879772,1522325879938
1522325879938,1522325880077,1522325880077,1522325880246
1522325880246,1522325880386,1522325880386,1522325880553
1522325880554,1522325880693,1522325880693,1522325880860
1522325880860,1522325881000,1522325881000,1522325881167
1522325881167,1522325881306,1522325881306,1522325881475
1522325881475,1522325881612,1522325881612,1522325881784
1522325881784,1522325881922,1522325881922,1522325882089
1522325882089,1522325882227,1522325882227,1522325882396
1522325882396,1522325882535,1522325882535,1522325882704
1522325882704,1522325882842,1522325882842,1522325883011
1522325883011,1522325883152,1522325883152,1522325883317
1522325883317,1522325883456,1522325883456,1522325883625
1522325883625,1522325883764,1522325883764,1522325883932
1522325883932,1522325884071,1522325884071,1522325884239
1522325884239,1522325884377,1522325884377,1522325884565
1522325884565,1522325884734,1522325884734,1522325884853
1522325884854,1522325884991,1522325884991,1522325885161
1522325885161,1522325885300,1522325885300,1522325885468
1522325885468,1522325885608,1522325885608,1522325885775
1522325885775,1522325885914,1522325885914,1522325886082
1522325886082,1522325886222,1522325886222,1522325886389
1522325886389,1522325886529,1522325886529,1522325886619
1522325886619,1522325886764,1522325886764,1522325886901
1522325886901,1522325887043,1522325887043,1522325887213
1522325887214,1522325887352,1522325887352,1522325887516
1522325887516,1522325887655,1522325887655,1522325887824
1522325887824,1522325887962,1522325887962,1522325888130
1522325888130,1522325888268,1522325888268,1522325888437
1522325888437,1522325888579,1522325888579,1522325888671
1522325888671,1522325888812,1522325888812,1522325888903
1522325888903,1522325889042,1522325889042,1522325889154
1522325889154,1522325889293,1522325889293,1522325889462
1522325889462,1522325889601,1522325889601,1522325889769
1522325889769,1522325889908,1522325889908,1522325890077
1522325890077,1522325890215,1522325890215,1522325890384
1522325890384,1522325890523,1522325890523,1522325890693
1522325890693,1522325890835,1522325890835,1522325890981
1522325890981,1522325891123,1522325891123,1522325891213
1522325891213,1522325891352,1522325891352,1522325891443
1522325891443,1522325891581,1522325891581,1522325891672
1522325891672,1522325891809,1522325891809,1522325891902
1522325891902,1522325892043,1522325892043,1522325892133
1522325892133,1522325892271,1522325892271,1522325892362
1522325892362,1522325892503,1522325892503,1522325892594
1522325892594,1522325892733,1522325892733,1522325892823
1522325892823,1522325892961,1522325892961,1522325893053
1522325893053,1522325893191,1522325893191,1522325893282
1522325893282,1522325893421,1522325893421,1522325893511
1522325893511,1522325893650,1522325893650,1522325893741
1522325893741,1522325893879,1522325893879,1522325893971
1522325893971,1522325894108,1522325894108,1522325894205
1522325894205,1522325894355,1522325894355,1522325894446
1522325894446,1522325894584,1522325894584,1522325894675
1522325894675,1522325894810,1522325894810,1522325894900
1522325894900,1522325895039,1522325895039,1522325895130
1522325895130,1522325895263,1522325895263,1522325895353
1522325895354,1522325895492,1522325895492,1522325895582
1522325895582,1522325895719,1522325895719,1522325895810
1522325895810,1522325895949,1522325895949,1522325896039
1522325896039,1522325896180,1522325896180,1522325896270
1522325896270,1522325896404,1522325896405,1522325896495
1522325896495,1522325896633,1522325896633,1522325896723
1522325896723,1522325896861,1522325896861,1522325897040
1522325897040,1522325897179,1522325897179,1522325897352
1522325897352,1522325897498,1522325897498,1522325897654
1522325897654,1522325897792,1522325897792,1522325897961
1522325897961,1522325898103,1522325898103,1522325898268
1522325898268,1522325898407,1522325898407,1522325898577
1522325898577,1522325898715,1522325898715,1522325898883
1522325898883,1522325899021,1522325899021,1522325899198
1522325899198,1522325899337,1522325899337,1522325899510
1522325899510,1522325899667,1522325899667,1522325899804
1522325899805,1522325899943,1522325899943,1522325900112
1522325900112,1522325900251,1522325900251,1522325900419
1522325900419,1522325900558,1522325900558,1522325900726
1522325900726,1522325900864,1522325900864,1522325901033
1522325901033,1522325901172,1522325901172,1522325901340
1522325901340,1522325901479,1522325901479,1522325901648
1522325901648,1522325901788,1522325901788,1522325901954
1522325901954,1522325902093,1522325902093,1522325902262
1522325902262,1522325902401,1522325902401,1522325902569
1522325902569,1522325902705,1522325902705,1522325902876
1522325902877,1522325903016,1522325903016,1522325903183
1522325903183,1522325903322,1522325903322,1522325903491
1522325903491,1522325903630,1522325903630,1522325903804
1522325903804,1522325903963,1522325903963,1522325904105
1522325904105,1522325904245,1522325904245,1522325904412
1522325904412,1522325904552,1522325904552,1522325904719
1522325904719,1522325904858,1522325904858,1522325905027
1522325905027,1522325905168,1522325905168,1522325905333
1522325905333,1522325905469,1522325905469,1522325905641
1522325905641,1522325905779,1522325905779,1522325905873
1522325905873,1522325906021,1522325906021,1522325906153
1522325906153,1522325906293,1522325906293,1522325906460
1522325906460,1522325906604,1522325906604,1522325906767
1522325906767,1522325906907,1522325906907,1522325907191
1522325907191,1522325907344,1522325907344,1522325907484
1522325907484,1522325907621,1522325907621,1522325907791
1522325907792,1522325907930,1522325907930,1522325908098
1522325908098,1522325908237,1522325908237,1522325908406
1522325908406,1522325908543,1522325908543,1522325908712
1522325908713,1522325908852,1522325908852,1522325909034
1522325909034,1522325909174,1522325909174,1522325909328
1522325909328,1522325909467,1522325909467,1522325909635
1522325909635,1522325909774,1522325909774,1522325909948
1522325909948,1522325910085,1522325910085,1522325910249
1522325910249,1522325910388,1522325910388,1522325910559
1522325910560,1522325910697,1522325910697,1522325910864
1522325910864,1522325911002,1522325911002,1522325911179
1522325911180,1522325911330,1522325911330,1522325911478
1522325911478,1522325911618,1522325911618,1522325911785
1522325911785,1522325911925,1522325911925,1522325912092
1522325912092,1522325912231,1522325912231,1522325912400
1522325912400,1522325912538,1522325912538,1522325912706
1522325912706,1522325912847,1522325912847,1522325913013
1522325913013,1522325913151,1522325913151,1522325913322
1522325913323,1522325913462,1522325913462,1522325913628
1522325913628,1522325913768,1522325913768,1522325913936
1522325913936,1522325914077,1522325914077,1522325914242
1522325914242,1522325914382,1522325914382,1522325914550
1522325914550,1522325914688,1522325914688,1522325914857
1522325914857,1522325914996,1522325914996,1522325915164
1522325915164,1522325915303,1522325915303,1522325915471
1522325915471,1522325915610,1522325915610,1522325915700
1522325915700,1522325915840,1522325915840,1522325915984
1522325915984,1522325916122,1522325916122,1522325916290
1522325916290,1522325916431,1522325916431,1522325916600
1522325916600,1522325916738,1522325916738,1522325916830
1522325916831,1522325916970,1522325916970,1522325917109
1522325917109,1522325917249,1522325917249,1522325917417
1522325917417,1522325917556,1522325917557,1522325917724
1522325917725,1522325917863,1522325917863,1522325918031
1522325918031,1522325918167,1522325918167,1522325918339
1522325918339,1522325918478,1522325918478,1522325918646
1522325918646,1522325918785,1522325918785,1522325918953
1522325918953,1522325919088,1522325919088,1522325919260
1522325919260,1522325919400,1522325919400,1522325919490
1522325919490,1522325919629,1522325919629,1522325919772
1522325919772,1522325919911,1522325919911,1522325920080
1522325920080,1522325920223,1522325920223,1522325920387
1522325920387,1522325920528,1522325920528,1522325920694
1522325920694,1522325920833,1522325920833,1522325921006
1522325921006,1522325921143,1522325921143,1522325921308
1522325921308,1522325921447,1522325921447,1522325921615
1522325921615,1522325921754,1522325921754,1522325921924
1522325921925,1522325922066,1522325922066,1522325922230
1522325922230,1522325922368,1522325922368,1522325922538
1522325922538,1522325922678,1522325922678,1522325922768
1522325922768,1522325922906,1522325922906,1522325923049
1522325923049,1522325923188,1522325923188,1522325923356
1522325923356,1522325923494,1522325923494,1522325923664
1522325923664,1522325923804,1522325923804,1522325923970
1522325923970,1522325924111,1522325924111,1522325924278
1522325924278,1522325924417,1522325924417,1522325924585
1522325924585,1522325924727,1522325924727,1522325924892
1522325924892,1522325925030,1522325925030,1522325925203
1522325925203,1522325925343,1522325925343,1522325925507
1522325925507,1522325925649,1522325925649,1522325925754
1522325925754,1522325925893,1522325925893,1522325925983
1522325925984,1522325926124,1522325926124,1522325926224
1522325926224,1522325926363,1522325926364,1522325926531
1522325926531,1522325926670,1522325926670,1522325926838
1522325926838,1522325926977,1522325926977,1522325927147
1522325927147,1522325927281,1522325927281,1522325927452
1522325927452,1522325927591,1522325927591,1522325927760
1522325927760,1522325927899,1522325927899,1522325928066
1522325928066,1522325928205,1522325928205,1522325928373
1522325928373,1522325928513,1522325928513,1522325928681
1522325928681,1522325928821,1522325928821,1522325928988
1522325928988,1522325929127,1522325929127,1522325929295
1522325929295,1522325929434,1522325929434,1522325929524
1522325929524,1522325929664,1522325929664,1522325929820
1522325929820,1522325929967,1522325929967,1522325930116
1522325930116,1522325930256,1522325930256,1522325930422
1522325930422,1522325930562,1522325930562,1522325930703
1522325930703,1522325930843,1522325930843,1522325930934
1522325930935,1522325931074,1522325931074,1522325931164
1522325931164,1522325931304,1522325931304,1522325931440
1522325931440,1522325931578,1522325931578,1522325931668
1522325931668,1522325931810,1522325931810,1522325931901
1522325931901,1522325932043,1522325932043,1522325932133
1522325932133,1522325932274,1522325932274,1522325932364
1522325932364,1522325932500,1522325932500,1522325932592
1522325932592,1522325932738,1522325932738,1522325932828
1522325932828,1522325932965,1522325932965,1522325933055
1522325933055,1522325933194,1522325933194,1522325933284
1522325933284,1522325933421,1522325933421,1522325933510
1522325933511,1522325933650,1522325933650,1522325933739
1522325933739,1522325933879,1522325933879,1522325933968
1522325933968,1522325934107,1522325934107,1522325934197
1522325934197,1522325934335,1522325934335,1522325934427
1522325934427,1522325934568,1522325934568,1522325934657
1522325934657,1522325934797,1522325934797,1522325934887
1522325934887,1522325935027,1522325935027,1522325935116
1522325935117,1522325935257,1522325935257,1522325935346
1522325935347,1522325935490,1522325935490,1522325935580
1522325935580,1522325935719,1522325935720,1522325935809
1522325935809,1522325935949,1522325935949,1522325936039
1522325936039,1522325936182,1522325936182,1522325936272
1522325936272,1522325936410,1522325936410,1522325936500
1522325936500,1522325936640,1522325936640,1522325936730
1522325936730,1522325936866,1522325936866,1522325936955
1522325936955,1522325937095,1522325937095,1522325937185
1522325937185,1522325937327,1522325937327,1522325937417
1522325937417,1522325937556,1522325937556,1522325937646
1522325937646,1522325937785,1522325937785,1522325937879
1522325937879,1522325938020,1522325938020,1522325938109
1522325938110,1522325938248,1522325938248,1522325938338
1522325938338,1522325938476,1522325938476,1522325938565
1522325938565,1522325938705,1522325938705,1522325938794
1522325938794,1522325938943,1522325938943,1522325939032
1522325939032,1522325939172,1522325939172,1522325939262
1522325939262,1522325939402,1522325939402,1522325939491
1522325939491,1522325939632,1522325939632,1522325939722
1522325939722,1522325939859,1522325939859,1522325939949
1522325939949,1522325940089,1522325940089,1522325940179
1522325940179,1522325940317,1522325940317,1522325940407
1522325940407,1522325940550,1522325940550,1522325940640
1522325940640,1522325940775,1522325940775,1522325940865
1522325940865,1522325941006,1522325941006,1522325941096
1522325941096,1522325941236,1522325941236,1522325941326
1522325941326,1522325941465,1522325941465,1522325941555
1522325941555,1522325941691,1522325941691,1522325941781
1522325941781,1522325941921,1522325941921,1522325942012
1522325942012,1522325942151,1522325942151,1522325942241
1522325942242,1522325942381,1522325942381,1522325942473
1522325942473,1522325942613,1522325942613,1522325942704
1522325942704,1522325942843,1522325942843,1522325942933
1522325942933,1522325943072,1522325943072,1522325943161
1522325943162,1522325943301,1522325943301,1522325943393
1522325943393,1522325943557,1522325943557,1522325943647
1522325943647,1522325943785,1522325943785,1522325943875
1522325943875,1522325944015,1522325944015,1522325944105
1522325944105,1522325944245,1522325944245,1522325944335
1522325944335,1522325944475,1522325944475,1522325944564
1522325944564,1522325944708,1522325944708,1522325944797
1522325944797,1522325944936,1522325944936,1522325945025
1522325945025,1522325945165,1522325945165,1522325945255
1522325945255,1522325945389,1522325945389,1522325945478
1522325945479,1522325945618,1522325945618,1522325945708
1522325945708,1522325945851,1522325945851,1522325945941
1522325945941,1522325946080,1522325946080,1522325946169
